locusId	sysName	desc	comb
SMc02691	SMc02691	membrane transporter	SMc02691 membrane transporter
SMc02693	SMc02693	peptidyl-tRNA hydrolase	SMc02693 peptidyl-tRNA hydrolase
SMc02694	SMc02694	ATP-dependent Clp protease adaptor	SMc02694 ATP-dependent Clp protease adaptor
SMc02695	SMc02695	GTP-dependent nucleic acid-binding protein EngD	SMc02695 GTP-dependent nucleic acid-binding protein EngD
SMc02696	SMc02696	hypothetical protein	SMc02696 hypothetical protein
SMc02697	SMc02697	hypothetical protein	SMc02697 hypothetical protein
SMc02698	SMc02698	adenine phosphoribosyltransferase	SMc02698 adenine phosphoribosyltransferase
SMc02701	SMc02701	hypothetical protein	SMc02701 hypothetical protein
SMc02702	SMc02702	hypothetical protein	SMc02702 hypothetical protein
SMc02707	SMc02707	hypothetical protein	SMc02707 hypothetical protein
SMc02708	SMc02708	hypothetical protein	SMc02708 hypothetical protein
SMc02709	SMc02709	hypothetical protein	SMc02709 hypothetical protein
SMc02710	SMc02710	cell filamentation protein	SMc02710 cell filamentation protein
SMc02711	SMc02711	hypothetical protein	SMc02711 hypothetical protein
SMc02713	SMc02713	RNA polymerase sigma-E factor (sigma-24) protein	SMc02713 RNA polymerase sigma-E factor (sigma-24) protein
SMc02714	SMc02714	hypothetical protein	SMc02714 hypothetical protein
SMc02716	SMc02716	hypothetical protein	SMc02716 hypothetical protein
SMc02717	SMc02717	2-isopropylmalate synthase	SMc02717 2-isopropylmalate synthase
SMc02718	SMc02718	hypothetical protein	SMc02718 hypothetical protein
SMc02719	SMc02719	transposase	SMc02719 transposase
SMc02720	SMc02720	ATP-dependent Clp protease proteolytic subunit	SMc02720 ATP-dependent Clp protease proteolytic subunit
SMc02721	SMc02721	outer membrane receptor protein	SMc02721 outer membrane receptor protein
SMc02723	SMc02723	7-cyano-7-deazaguanine reductase	SMc02723 7-cyano-7-deazaguanine reductase
SMc02724	SMc02724	hypothetical protein	SMc02724 hypothetical protein
SMc02725	SMc02725	anthranilate synthase	SMc02725 anthranilate synthase
SMc02726	SMc02726	iron transport protein	SMc02726 iron transport protein
SMc02727	SMc02727	hypothetical protein	SMc02727 hypothetical protein
SMc02728	SMc02728	formate--tetrahydrofolate ligase	SMc02728 formate--tetrahydrofolate ligase
SMc02729	SMc02729	hypothetical protein	SMc02729 hypothetical protein
SMc02730	SMc02730	hypothetical protein	SMc02730 hypothetical protein
SMc02732	SMc02732	hypothetical protein	SMc02732 hypothetical protein
SMc02733	SMc02733	hypothetical protein	SMc02733 hypothetical protein
SMc02734	SMc02734	hypothetical protein	SMc02734 hypothetical protein
SMc02735	SMc02735	hypothetical protein	SMc02735 hypothetical protein
SMc02736	SMc02736	thymidine kinase	SMc02736 thymidine kinase
SMc02737	SMc02737	glycine betaine-binding ABC transporter protein	SMc02737 glycine betaine-binding ABC transporter protein
SMc02738	SMc02738	glycine betaine transport system permease ABC transporter protein	SMc02738 glycine betaine transport system permease ABC transporter protein
SMc02739	SMc02739	glycine betaine transport ATP-binding ABC transporter protein	SMc02739 glycine betaine transport ATP-binding ABC transporter protein
SMc02753	SMc02753	PTS system transporter subunit IIA	SMc02753 PTS system transporter subunit IIA
SMc02755	SMc02755	S-adenosyl-L-homocysteine hydrolase	SMc02755 S-adenosyl-L-homocysteine hydrolase
SMc02757	SMc02757	hypothetical protein	SMc02757 hypothetical protein
SMc02758	SMc02758	nucleotidyl transferase	SMc02758 nucleotidyl transferase
SMc02765	SMc02765	tryptophan synthase subunit alpha	SMc02765 tryptophan synthase subunit alpha
SMc02766	SMc02766	tryptophan synthase subunit beta	SMc02766 tryptophan synthase subunit beta
SMc02767	SMc02767	N-(5'-phosphoribosyl)anthranilate isomerase	SMc02767 N-(5'-phosphoribosyl)anthranilate isomerase
SMc02769	SMc02769	hypothetical protein	SMc02769 hypothetical protein
SMc02770	SMc02770	hypothetical protein	SMc02770 hypothetical protein
SMc02771	SMc02771	zinc-type alcohol dehydrogenase	SMc02771 zinc-type alcohol dehydrogenase
SMc02772	SMc02772	sugar ABC transporter permease	SMc02772 sugar ABC transporter permease
SMc02773	SMc02773	ABC transporter ATP-binding protein	SMc02773 ABC transporter ATP-binding protein
SMc02774	SMc02774	ABC transporter substrate-binding protein	SMc02774 ABC transporter substrate-binding protein
SMc02775	SMc02775	L-fucose dehydrogenase (D-threo aldose 1-dehydrogenase) protein	SMc02775 L-fucose dehydrogenase (D-threo aldose 1-dehydrogenase) protein
SMc02776	SMc02776	altronate hydrolase	SMc02776 altronate hydrolase
SMc02777	SMc02777	transcriptional regulator	SMc02777 transcriptional regulator
SMc02778	SMc02778	hydroxyacid aldolase	SMc02778 hydroxyacid aldolase
SMc02780	SMc02780	succinate-semialdehyde dehydrogenase [NADP+] protein	SMc02780 succinate-semialdehyde dehydrogenase [NADP+] protein
SMc02781	SMc02781	oxidoreductase	SMc02781 oxidoreductase
SMc02783	SMc02783	hypothetical protein	SMc02783 hypothetical protein
SMc02784	SMc02784	hypothetical protein	SMc02784 hypothetical protein
SMc02785	SMc02785	lytic murein transglycosylase A protein	SMc02785 lytic murein transglycosylase A protein
SMc02786	SMc02786	translocase transmembrane protein	SMc02786 translocase transmembrane protein
SMc02787	SMc02787	hypothetical protein	SMc02787 hypothetical protein
SMc02792	SMc02792	Maf-like protein	SMc02792 Maf-like protein
SMc02793	SMc02793	hypothetical protein	SMc02793 hypothetical protein
SMc02799	SMc02799	16S rRNA methyltransferase GidB	SMc02799 16S rRNA methyltransferase GidB
SMc02812	SMc02812	hypothetical protein	SMc02812 hypothetical protein
SMc02813	SMc02813	aminoglycoside N3-acetyltransferase	SMc02813 aminoglycoside N3-acetyltransferase
SMc02814	SMc02814	transport transmembrane protein	SMc02814 transport transmembrane protein
SMc02817	SMc02817	hypothetical protein	SMc02817 hypothetical protein
SMc02819	SMc02819	ribonuclease	SMc02819 ribonuclease
SMc02820	SMc02820	pilus assembly protein	SMc02820 pilus assembly protein
SMc02821	SMc02821	hypothetical protein	SMc02821 hypothetical protein
SMc02822	SMc02822	hypothetical protein	SMc02822 hypothetical protein
SMc02824	SMc02824	hypothetical protein	SMc02824 hypothetical protein
SMc02825	SMc02825	aminopeptidase	SMc02825 aminopeptidase
SMc02826	SMc02826	transcriptional regulator	SMc02826 transcriptional regulator
SMc02827	SMc02827	hypothetical protein	SMc02827 hypothetical protein
SMc02828	SMc02828	hydroxyacid dehydrogenase	SMc02828 hydroxyacid dehydrogenase
SMc02832	SMc02832	periplasmic binding protein	SMc02832 periplasmic binding protein
SMc02833	SMc02833	penicillin-insensitive murein endopeptidase	SMc02833 penicillin-insensitive murein endopeptidase
SMc02834	SMc02834	methylglyoxal synthase	SMc02834 methylglyoxal synthase
SMc02835	SMc02835	glucokinase	SMc02835 glucokinase
SMc02838	SMc02838	phosphoglyceromutase	SMc02838 phosphoglyceromutase
SMc02841	SMc02841	methylated-DNA--protein-cysteine methyltransferase transcription regulator	SMc02841 methylated-DNA--protein-cysteine methyltransferase transcription regulator
SMc02842	SMc02842	hypothetical protein	SMc02842 hypothetical protein
SMc02843	SMc02843	endonuclease III protein	SMc02843 endonuclease III protein
SMc02844	SMc02844	transcriptional regulator	SMc02844 transcriptional regulator
SMc02845	SMc02845	antibiotic resistance protein	SMc02845 antibiotic resistance protein
SMc02846	SMc02846	sugar kinase	SMc02846 sugar kinase
SMc02847	SMc02847	hypothetical protein	SMc02847 hypothetical protein
SMc02849	SMc02849	2-hydroxyacid dehydrogenase	SMc02849 2-hydroxyacid dehydrogenase
SMc02850	SMc02850	DNA polymerase I	SMc02850 DNA polymerase I
SMc02851	SMc02851	transcriptional regulator	SMc02851 transcriptional regulator
SMc02852	SMc02852	hypothetical protein	SMc02852 hypothetical protein
SMc02853	SMc02853	hypothetical protein	SMc02853 hypothetical protein
SMc02854	SMc02854	signal peptide protein	SMc02854 signal peptide protein
SMc02855	SMc02855	hypothetical protein	SMc02855 hypothetical protein
SMc02856	SMc02856	penicillin-binding protein	SMc02856 penicillin-binding protein
SMc02858	SMc02858	chaperone protein DnaJ	SMc02858 chaperone protein DnaJ
SMc02859	SMc02859	hypothetical protein	SMc02859 hypothetical protein
SMc02860	SMc02860	hypothetical protein	SMc02860 hypothetical protein
SMc02861	SMc02861	phosphate transporter	SMc02861 phosphate transporter
SMc02862	SMc02862	Pit accessory protein	SMc02862 Pit accessory protein
SMc02863	SMc02863	recombination protein F	SMc02863 recombination protein F
SMc02864	SMc02864	molybdopterin biosynthesis protein MoeB	SMc02864 molybdopterin biosynthesis protein MoeB
SMc02865	SMc02865	acetyltransferase	SMc02865 acetyltransferase
SMc02866	SMc02866	transcriptional regulator	SMc02866 transcriptional regulator
SMc02867	SMc02867	multidrug-efflux system transmembrane protein	SMc02867 multidrug-efflux system transmembrane protein
SMc02868	SMc02868	multidrug efflux system protein	SMc02868 multidrug efflux system protein
SMc02869	SMc02869	ABC transporter ATP-binding protein	SMc02869 ABC transporter ATP-binding protein
SMc02870	SMc02870	oxidoreductase	SMc02870 oxidoreductase
SMc02871	SMc02871	ABC transporter permease	SMc02871 ABC transporter permease
SMc02872	SMc02872	ABC transporter permease	SMc02872 ABC transporter permease
SMc02873	SMc02873	periplasmic binding (signal peptide) ABC transporter protein	SMc02873 periplasmic binding (signal peptide) ABC transporter protein
SMc02874	SMc02874	N-acetylmuramic acid 6-phosphate etherase	SMc02874 N-acetylmuramic acid 6-phosphate etherase
SMc02875	SMc02875	hypothetical protein	SMc02875 hypothetical protein
SMc02877	SMc02877	hypothetical protein	SMc02877 hypothetical protein
SMc02879	SMc02879	hypothetical protein	SMc02879 hypothetical protein
SMc02881	SMc02881	hypothetical protein	SMc02881 hypothetical protein
SMc02884	SMc02884	lipoprotein	SMc02884 lipoprotein
SMc02885	SMc02885	methionine sulfoxide reductase A	SMc02885 methionine sulfoxide reductase A
SMc02886	SMc02886	signal peptide protein	SMc02886 signal peptide protein
SMc02888	SMc02888	transcriptional regulator	SMc02888 transcriptional regulator
SMc02889	SMc02889	transporter	SMc02889 transporter
SMc02890	SMc02890	outer membrane receptor protein	SMc02890 outer membrane receptor protein
SMc02891	SMc02891	oxidoreductase transmembrane protein	SMc02891 oxidoreductase transmembrane protein
SMc02892	SMc02892	transporter	SMc02892 transporter
SMc02893	SMc02893	transcriptional regulator	SMc02893 transcriptional regulator
SMc02894	SMc02894	hypothetical protein	SMc02894 hypothetical protein
SMc02895	SMc02895	hypothetical protein	SMc02895 hypothetical protein
SMc02896	SMc02896	branched-chain amino acid aminotransferase	SMc02896 branched-chain amino acid aminotransferase
SMc02897	SMc02897	cytochrome C transmembrane protein	SMc02897 cytochrome C transmembrane protein
SMc02899	SMc02899	prephenate dehydratase	SMc02899 prephenate dehydratase
SMc02900	SMc02900	hypothetical protein	SMc02900 hypothetical protein
SMc02901	SMc02901	hypothetical protein	SMc02901 hypothetical protein
SMc02902	SMc02902	transcriptional regulator	SMc02902 transcriptional regulator
SMc02903	SMc02903	hypothetical protein	SMc02903 hypothetical protein
SMc02904	SMc02904	hypothetical protein	SMc02904 hypothetical protein
SMc02907	SMc02907	amino acid efflux transmembrane protein	SMc02907 amino acid efflux transmembrane protein
SMc02908	SMc02908	recombination protein RecR	SMc02908 recombination protein RecR
SMc02910	SMc02910	transport transmembrane protein	SMc02910 transport transmembrane protein
SMc02941	SMc02941	hypothetical protein	SMc02941 hypothetical protein
SMc02975	SMc02975	phosphoenolpyruvate carboxykinase regulator transcription regulator protein	SMc02975 phosphoenolpyruvate carboxykinase regulator transcription regulator protein
SMc02976	SMc02976	transcriptional regulator	SMc02976 transcriptional regulator
SMc02978	SMc02978	hypothetical protein	SMc02978 hypothetical protein
SMc02979	SMc02979	hypothetical protein	SMc02979 hypothetical protein
SMc02980	SMc02980	hypothetical protein	SMc02980 hypothetical protein
SMc02981	SMc02981	amino acid efflux transmembrane protein	SMc02981 amino acid efflux transmembrane protein
SMc02982	SMc02982	hypothetical protein	SMc02982 hypothetical protein
SMc02983	SMc02983	ornithine, DAP, or arginine decarboxylase	SMc02983 ornithine, DAP, or arginine decarboxylase
SMc02984	SMc02984	transcriptional regulator	SMc02984 transcriptional regulator
SMc02985	SMc02985	hypothetical protein	SMc02985 hypothetical protein
SMc02986	SMc02986	hypothetical protein	SMc02986 hypothetical protein
SMc02987	SMc02987	hypothetical protein	SMc02987 hypothetical protein
SMc02988	SMc02988	hypothetical protein	SMc02988 hypothetical protein
SMc02989	SMc02989	hypothetical protein	SMc02989 hypothetical protein
SMc03000	SMc03000	ABC transporter permease	SMc03000 ABC transporter permease
SMc03001	SMc03001	ABC transporter permease	SMc03001 ABC transporter permease
SMc03002	SMc03002	hypothetical protein	SMc03002 hypothetical protein
SMc03003	SMc03003	hypothetical protein	SMc03003 hypothetical protein
SMc03004	SMc03004	chemoreceptor (methyl-accepting chemotaxis protein)	SMc03004 chemoreceptor (methyl-accepting chemotaxis protein)
SMc03006	SMc03006	chemotaxis regulator protein	SMc03006 chemotaxis regulator protein
SMc03007	SMc03007	chemotaxis protein (sensory transduction histidine kinase)	SMc03007 chemotaxis protein (sensory transduction histidine kinase)
SMc03008	SMc03008	chemotaxis protein	SMc03008 chemotaxis protein
SMc03009	SMc03009	chemotaxis protein methyltransferase	SMc03009 chemotaxis protein methyltransferase
SMc03010	SMc03010	chemotaxis-specific methylesterase	SMc03010 chemotaxis-specific methylesterase
SMc03012	SMc03012	chemoreceptor glutamine deamidase CheD	SMc03012 chemoreceptor glutamine deamidase CheD
SMc03013	SMc03013	hypothetical protein	SMc03013 hypothetical protein
SMc03014	SMc03014	flagellar MS-ring protein	SMc03014 flagellar MS-ring protein
SMc03015	SMc03015	transcriptional regulator	SMc03015 transcriptional regulator
SMc03016	SMc03016	transcriptional regulator	SMc03016 transcriptional regulator
SMc03017	SMc03017	hypothetical protein	SMc03017 hypothetical protein
SMc03018	SMc03018	flagellar biosynthesis protein FlhB	SMc03018 flagellar biosynthesis protein FlhB
SMc03019	SMc03019	flagellar motor switch protein G	SMc03019 flagellar motor switch protein G
SMc03021	SMc03021	flagellar motor switch transmembrane protein	SMc03021 flagellar motor switch transmembrane protein
SMc03022	SMc03022	flagellar motor protein MotA	SMc03022 flagellar motor protein MotA
SMc03023	SMc03023	hypothetical protein	SMc03023 hypothetical protein
SMc03024	SMc03024	flagellar basal body rod protein FlgF	SMc03024 flagellar basal body rod protein FlgF
SMc03025	SMc03025	flagellum-specific ATP synthase	SMc03025 flagellum-specific ATP synthase
SMc03026	SMc03026	hypothetical protein	SMc03026 hypothetical protein
SMc03027	SMc03027	flagellar basal body rod protein FlgB	SMc03027 flagellar basal body rod protein FlgB
SMc03028	SMc03028	flagellar basal body rod protein FlgC	SMc03028 flagellar basal body rod protein FlgC
SMc03030	SMc03030	flagellar basal body rod protein FlgG	SMc03030 flagellar basal body rod protein FlgG
SMc03031	SMc03031	flagellar basal body P-ring biosynthesis protein FlgA	SMc03031 flagellar basal body P-ring biosynthesis protein FlgA
SMc03032	SMc03032	flagellar basal body P-ring protein	SMc03032 flagellar basal body P-ring protein
SMc03033	SMc03033	hypothetical protein	SMc03033 hypothetical protein
SMc03034	SMc03034	flagellar basal body L-ring protein	SMc03034 flagellar basal body L-ring protein
SMc03035	SMc03035	flagellar transmembrane protein	SMc03035 flagellar transmembrane protein
SMc03036	SMc03036	flagellar biosynthesis protein FliP	SMc03036 flagellar biosynthesis protein FliP
SMc03037	SMc03037	flagellin A	SMc03037 flagellin A
SMc03038	SMc03038	flagellin B protein	SMc03038 flagellin B protein
SMc03039	SMc03039	flagellin D protein	SMc03039 flagellin D protein
SMc03040	SMc03040	flagellin protein	SMc03040 flagellin protein
SMc03041	SMc03041	hypothetical protein	SMc03041 hypothetical protein
SMc03042	SMc03042	flagellar motor protein MotB	SMc03042 flagellar motor protein MotB
SMc03043	SMc03043	chemotaxis protein	SMc03043 chemotaxis protein
SMc03044	SMc03044	chemotaxis protein (motility protein D)	SMc03044 chemotaxis protein (motility protein D)
SMc03045	SMc03045	hypothetical protein	SMc03045 hypothetical protein
SMc03046	SMc03046	transcriptional regulator	SMc03046 transcriptional regulator
SMc03047	SMc03047	flagellar hook protein FlgE	SMc03047 flagellar hook protein FlgE
SMc03048	SMc03048	flagellar hook-associated protein FlgK	SMc03048 flagellar hook-associated protein FlgK
SMc03049	SMc03049	flagellar hook-associated protein FlgL	SMc03049 flagellar hook-associated protein FlgL
SMc03050	SMc03050	flagellar biosynthesis regulatory protein FlaF	SMc03050 flagellar biosynthesis regulatory protein FlaF
SMc03051	SMc03051	flagellar biosynthesis repressor FlbT	SMc03051 flagellar biosynthesis repressor FlbT
SMc03052	SMc03052	flagellar basal body rod modification protein	SMc03052 flagellar basal body rod modification protein
SMc03053	SMc03053	flagellar biosynthesis protein FliQ	SMc03053 flagellar biosynthesis protein FliQ
SMc03054	SMc03054	flagellar biosynthesis protein FlhA	SMc03054 flagellar biosynthesis protein FlhA
SMc03055	SMc03055	flagellar biosynthesis protein FliR	SMc03055 flagellar biosynthesis protein FliR
SMc03056	SMc03056	hypothetical protein	SMc03056 hypothetical protein
SMc03057	SMc03057	hypothetical protein	SMc03057 hypothetical protein
SMc03058	SMc03058	glycosyltransferase	SMc03058 glycosyltransferase
SMc03060	SMc03060	transcriptional regulator	SMc03060 transcriptional regulator
SMc03061	SMc03061	alpha-glucoside ABC transporter periplasmic-binding protein	SMc03061 alpha-glucoside ABC transporter periplasmic-binding protein
SMc03062	SMc03062	alpha-glucoside ABC transporter permease	SMc03062 alpha-glucoside ABC transporter permease
SMc03063	SMc03063	alpha-glucoside ABC transporter permease	SMc03063 alpha-glucoside ABC transporter permease
SMc03064	SMc03064	alpha-glucosidase	SMc03064 alpha-glucosidase
SMc03065	SMc03065	alpha-glucoside ABC transporter ATP-binding protein	SMc03065 alpha-glucoside ABC transporter ATP-binding protein
SMc03066	SMc03066	hypothetical protein	SMc03066 hypothetical protein
SMc03068	SMc03068	phosphogluconate dehydratase	SMc03068 phosphogluconate dehydratase
SMc03069	SMc03069	6-phosphogluconolactonase	SMc03069 6-phosphogluconolactonase
SMc03070	SMc03070	glucose-6-phosphate 1-dehydrogenase	SMc03070 glucose-6-phosphate 1-dehydrogenase
SMc03071	SMc03071	hypothetical protein	SMc03071 hypothetical protein
SMc03072	SMc03072	hypothetical protein	SMc03072 hypothetical protein
SMc03085	SMc03085	formate dehydrogenase accessory protein	SMc03085 formate dehydrogenase accessory protein
SMc03086	SMc03086	NAD-dependent formate dehydrogenase subunit delta	SMc03086 NAD-dependent formate dehydrogenase subunit delta
SMc03087	SMc03087	chemoreceptor methyl-accepting chemotaxis protein	SMc03087 chemoreceptor methyl-accepting chemotaxis protein
SMc03090	SMc03090	chemotaxis protein	SMc03090 chemotaxis protein
SMc03091	SMc03091	arginase	SMc03091 arginase
SMc03092	SMc03092	transcriptional regulator	SMc03092 transcriptional regulator
SMc03093	SMc03093	hypothetical protein	SMc03093 hypothetical protein
SMc03094	SMc03094	aminoglycoside 3'-phosphotransferase	SMc03094 aminoglycoside 3'-phosphotransferase
SMc03095	SMc03095	hypothetical protein	SMc03095 hypothetical protein
SMc03098	SMc03098	hypothetical protein	SMc03098 hypothetical protein
SMc03099	SMc03099	adenylate cyclase	SMc03099 adenylate cyclase
SMc03100	SMc03100	hypothetical protein	SMc03100 hypothetical protein
SMc03102	SMc03102	carbon monoxide dehydrogenase large subunit transmembrane protein	SMc03102 carbon monoxide dehydrogenase large subunit transmembrane protein
SMc03103	SMc03103	carbon monoxide dehydrogenase medium subunit transmembrane protein	SMc03103 carbon monoxide dehydrogenase medium subunit transmembrane protein
SMc03106	SMc03106	hypothetical protein	SMc03106 hypothetical protein
SMc03107	SMc03107	hypothetical protein	SMc03107 hypothetical protein
SMc03108	SMc03108	calcium-binding protein	SMc03108 calcium-binding protein
SMc03109	SMc03109	hypothetical protein	SMc03109 hypothetical protein
SMc03110	SMc03110	hypothetical protein	SMc03110 hypothetical protein
SMc03111	SMc03111	mannose-6-phosphate isomerase	SMc03111 mannose-6-phosphate isomerase
SMc03112	SMc03112	B12-dependent methionine synthase	SMc03112 B12-dependent methionine synthase
SMc03116	SMc03116	alcohol dehydrogenase	SMc03116 alcohol dehydrogenase
SMc03117	SMc03117	ABC transporter permease	SMc03117 ABC transporter permease
SMc03118	SMc03118	ABC transporter permease	SMc03118 ABC transporter permease
SMc03119	SMc03119	ABC transporter ATP-binding protein	SMc03119 ABC transporter ATP-binding protein
SMc03120	SMc03120	ABC transporter ATP-binding protein	SMc03120 ABC transporter ATP-binding protein
SMc03121	SMc03121	periplasmic binding ABC transporter protein	SMc03121 periplasmic binding ABC transporter protein
SMc03122	SMc03122	transcriptional regulator	SMc03122 transcriptional regulator
SMc03123	SMc03123	transcriptional regulator	SMc03123 transcriptional regulator
SMc03124	SMc03124	periplasmic binding ABC transporter protein	SMc03124 periplasmic binding ABC transporter protein
SMc03125	SMc03125	transport system ATP-binding ABC transporter protein	SMc03125 transport system ATP-binding ABC transporter protein
SMc03126	SMc03126	transport system ATP-binding ABC transporter protein	SMc03126 transport system ATP-binding ABC transporter protein
SMc03127	SMc03127	ABC transporter permease	SMc03127 ABC transporter permease
SMc03128	SMc03128	ABC transporter permease	SMc03128 ABC transporter permease
SMc03129	SMc03129	hypothetical protein	SMc03129 hypothetical protein
SMc03130	SMc03130	hypothetical protein	SMc03130 hypothetical protein
SMc03131	SMc03131	amino acid-binding periplasmic ABC transporter protein	SMc03131 amino acid-binding periplasmic ABC transporter protein
SMc03132	SMc03132	oxidoreductase	SMc03132 oxidoreductase
SMc03133	SMc03133	amino-acid transport system permease ABC transporter protein	SMc03133 amino-acid transport system permease ABC transporter protein
SMc03134	SMc03134	hypothetical protein	SMc03134 hypothetical protein
SMc03137	SMc03137	hypothetical protein	SMc03137 hypothetical protein
SMc03138	SMc03138	sugar kinase	SMc03138 sugar kinase
SMc03139	SMc03139	hypothetical protein	SMc03139 hypothetical protein
SMc03140	SMc03140	transcriptional regulator	SMc03140 transcriptional regulator
SMc03141	SMc03141	hypothetical protein	SMc03141 hypothetical protein
SMc03142	SMc03142	hypothetical protein	SMc03142 hypothetical protein
SMc03143	SMc03143	hypothetical protein	SMc03143 hypothetical protein
SMc03144	SMc03144	hypothetical protein	SMc03144 hypothetical protein
SMc03145	SMc03145	hypothetical protein	SMc03145 hypothetical protein
SMc03146	SMc03146	transporter	SMc03146 transporter
SMc03147	SMc03147	ABC transporter ATP-binding protein	SMc03147 ABC transporter ATP-binding protein
SMc03148	SMc03148	hypothetical protein	SMc03148 hypothetical protein
SMc03149	SMc03149	hypothetical protein	SMc03149 hypothetical protein
SMc03150	SMc03150	transcriptional regulator	SMc03150 transcriptional regulator
SMc03151	SMc03151	hypothetical protein	SMc03151 hypothetical protein
SMc03152	SMc03152	hypothetical protein	SMc03152 hypothetical protein
SMc03153	SMc03153	keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase	SMc03153 keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
SMc03154	SMc03154	hypothetical protein	SMc03154 hypothetical protein
SMc03155	SMc03155	hypothetical protein	SMc03155 hypothetical protein
SMc03156	SMc03156	hypothetical protein	SMc03156 hypothetical protein
SMc03157	SMc03157	outer membrane lipoprotein transmembrane	SMc03157 outer membrane lipoprotein transmembrane
SMc03158	SMc03158	ABC transporter permease	SMc03158 ABC transporter permease
SMc03159	SMc03159	ABC transporter ATP-binding protein	SMc03159 ABC transporter ATP-binding protein
SMc03160	SMc03160	beta-glucosidase	SMc03160 beta-glucosidase
SMc03161	SMc03161	oxidoreductase	SMc03161 oxidoreductase
SMc03162	SMc03162	hypothetical protein	SMc03162 hypothetical protein
SMc03163	SMc03163	xylose isomerase	SMc03163 xylose isomerase
SMc03164	SMc03164	xylulose kinase	SMc03164 xylulose kinase
SMc03165	SMc03165	transcriptional regulator	SMc03165 transcriptional regulator
SMc03166	SMc03166	hypothetical protein	SMc03166 hypothetical protein
SMc03167	SMc03167	multidrug efflux system protein	SMc03167 multidrug efflux system protein
SMc03168	SMc03168	multidrug efflux system protein	SMc03168 multidrug efflux system protein
SMc03170	SMc03170	transcriptional regulator	SMc03170 transcriptional regulator
SMc03171	SMc03171	hypothetical protein	SMc03171 hypothetical protein
SMc03174	SMc03174	hypothetical protein	SMc03174 hypothetical protein
SMc03175	SMc03175	nucleoside hydrolase	SMc03175 nucleoside hydrolase
SMc03176	SMc03176	hypothetical protein	SMc03176 hypothetical protein
SMc03177	SMc03177	ATP-dependent DNA ligase	SMc03177 ATP-dependent DNA ligase
SMc03178	SMc03178	hypothetical protein	SMc03178 hypothetical protein
SMc03179	SMc03179	monovalent cation/H+ antiporter subunit A	SMc03179 monovalent cation/H+ antiporter subunit A
SMc03180	SMc03180	monovalent cation/H+ antiporter subunit C	SMc03180 monovalent cation/H+ antiporter subunit C
SMc03181	SMc03181	monovalent cation/H+ antiporter subunit D	SMc03181 monovalent cation/H+ antiporter subunit D
SMc03182	SMc03182	pH adaptation potassium efflux system E transmembrane protein	SMc03182 pH adaptation potassium efflux system E transmembrane protein
SMc03183	SMc03183	monovalent cation/H+ antiporter subunit F	SMc03183 monovalent cation/H+ antiporter subunit F
SMc03184	SMc03184	PH adaptation potassium efflux system G transmembrane protein	SMc03184 PH adaptation potassium efflux system G transmembrane protein
SMc03185	SMc03185	NADPH dehydrogenase quinone reductase transmembrane protein	SMc03185 NADPH dehydrogenase quinone reductase transmembrane protein
SMc03186	SMc03186	transcriptional regulator	SMc03186 transcriptional regulator
SMc03195	SMc03195	uracil-DNA glycosylase	SMc03195 uracil-DNA glycosylase
SMc03196	SMc03196	molybdate ABC transporter substrate-binding protein	SMc03196 molybdate ABC transporter substrate-binding protein
SMc03197	SMc03197	molybdate ABC transporter permease	SMc03197 molybdate ABC transporter permease
SMc03198	SMc03198	molybdenum ABC transporter ATP-binding protein	SMc03198 molybdenum ABC transporter ATP-binding protein
SMc03199	SMc03199	molybdenum transporter	SMc03199 molybdenum transporter
SMc03200	SMc03200	amino acid deaminase transmembrane protein	SMc03200 amino acid deaminase transmembrane protein
SMc03201	SMc03201	2-oxoisovalerate dehydrogenase subunit alpha	SMc03201 2-oxoisovalerate dehydrogenase subunit alpha
SMc03202	SMc03202	2-oxoisovalerate dehydrogenase subunit beta	SMc03202 2-oxoisovalerate dehydrogenase subunit beta
SMc03203	SMc03203	branched-chain alpha-keto acid dehydrogenase E2 subunit	SMc03203 branched-chain alpha-keto acid dehydrogenase E2 subunit
SMc03204	SMc03204	dihydrolipoamide dehydrogenase	SMc03204 dihydrolipoamide dehydrogenase
SMc03205	SMc03205	formyltetrahydrofolate deformylase	SMc03205 formyltetrahydrofolate deformylase
SMc03206	SMc03206	maleylacetoacetate isomerase (glutathione transferase zeta 1) protein	SMc03206 maleylacetoacetate isomerase (glutathione transferase zeta 1) protein
SMc03207	SMc03207	aromatic amino acid degradation protein	SMc03207 aromatic amino acid degradation protein
SMc03208	SMc03208	homogentisate 1,2-dioxygenase	SMc03208 homogentisate 1,2-dioxygenase
SMc03209	SMc03209	transcriptional regulator	SMc03209 transcriptional regulator
SMc03210	SMc03210	transcriptional regulator	SMc03210 transcriptional regulator
SMc03211	SMc03211	4-hydroxyphenylpyruvate dioxygenase	SMc03211 4-hydroxyphenylpyruvate dioxygenase
SMc03225	SMc03225	hypothetical protein	SMc03225 hypothetical protein
SMc03226	SMc03226	hypothetical protein	SMc03226 hypothetical protein
SMc03227	SMc03227	hypothetical protein	SMc03227 hypothetical protein
SMc03228	SMc03228	YciI-like protein	SMc03228 YciI-like protein
SMc03235	SMc03235	hypothetical protein	SMc03235 hypothetical protein
SMc03236	SMc03236	glutamine amidotransferase	SMc03236 glutamine amidotransferase
