Name,Sequence Name,Type,Minimum,Maximum,Direction,gene,locus_tag,old_locus_tag,protein_id,Length,product
CDS,NC_008380.1,CDS,4302779,4303099,forward,,RL_RS21025,,,321,hypothetical protein
RL_RS21025,NC_008380.1,pseudogene,4302779,4303099,forward,,RL_RS21025,,,321,
WP_011653487.1,NC_008380.1,CDS,4303273,4305234,forward,,RL_RS21030,RL4075,WP_011653487.1,1962,5'-nucleotidase C-terminal domain-containing protein
RL_RS21030,NC_008380.1,gene,4303273,4305234,forward,,RL_RS21030,RL4075,WP_011653487.1,1962,
WP_011653488.1,NC_008380.1,CDS,4305359,4306393,forward,hemH,RL_RS21035,RL4076,WP_011653488.1,1035,ferrochelatase
hemH,NC_008380.1,gene,4305359,4306393,forward,hemH,RL_RS21035,RL4076,WP_011653488.1,1035,
WP_011653489.1,NC_008380.1,CDS,4306579,4307619,forward,,RL_RS21040,RL4077,WP_011653489.1,1041,SPFH/Band 7/PHB domain protein
RL_RS21040,NC_008380.1,gene,4306579,4307619,forward,,RL_RS21040,RL4077,WP_011653489.1,1041,
WP_003542867.1,NC_008380.1,CDS,4307623,4308078,forward,,RL_RS21045,RL4078,WP_003542867.1,456,NfeD family protein
RL_RS21045,NC_008380.1,gene,4307623,4308078,forward,,RL_RS21045,RL4078,WP_003542867.1,456,
WP_011653490.1,NC_008380.1,CDS,4308107,4309102,reverse,,RL_RS21050,RL4079,WP_011653490.1,996,KpsF/GutQ family sugar-phosphate isomerase
RL_RS21050,NC_008380.1,gene,4308107,4309102,reverse,,RL_RS21050,RL4079,WP_011653490.1,996,
WP_011653491.1,NC_008380.1,CDS,4309246,4310784,forward,,RL_RS21055,RL4080,WP_011653491.1,1539,outer membrane beta-barrel protein
RL_RS21055,NC_008380.1,gene,4309246,4310784,forward,,RL_RS21055,RL4080,WP_011653491.1,1539,
WP_003542870.1,NC_008380.1,CDS,4310854,4311741,reverse,galU,RL_RS21060,RL4081,WP_003542870.1,888,UTP--glucose-1-phosphate uridylyltransferase GalU
galU,NC_008380.1,gene,4310854,4311741,reverse,galU,RL_RS21060,RL4081,WP_003542870.1,888,
WP_011653492.1,NC_008380.1,CDS,4311946,4313169,forward,,RL_RS21065,RL4082,WP_011653492.1,1224,lytic murein transglycosylase
RL_RS21065,NC_008380.1,gene,4311946,4313169,forward,,RL_RS21065,RL4082,WP_011653492.1,1224,
WP_028742250.1,NC_008380.1,CDS,4313343,4314584,forward,,RL_RS21070,RL4083,WP_028742250.1,1242,DUF459 domain-containing protein
RL_RS21070,NC_008380.1,gene,4313343,4314584,forward,,RL_RS21070,RL4083,WP_028742250.1,1242,
WP_011653494.1,NC_008380.1,CDS,4314756,4316210,reverse,,RL_RS21075,RL4084,WP_011653494.1,1455,glutamate synthase subunit beta
RL_RS21075,NC_008380.1,gene,4314756,4316210,reverse,,RL_RS21075,RL4084,WP_011653494.1,1455,
WP_173364447.1,NC_008380.1,CDS,4316437,4321161,reverse,gltB,RL_RS21080,RL4085,WP_173364447.1,4725,glutamate synthase large subunit
gltB,NC_008380.1,gene,4316437,4321161,reverse,gltB,RL_RS21080,RL4085,WP_173364447.1,4725,
WP_011653496.1,NC_008380.1,CDS,4321701,4322753,forward,,RL_RS21085,RL4086,WP_011653496.1,1053,low specificity L-threonine aldolase
RL_RS21085,NC_008380.1,gene,4321701,4322753,forward,,RL_RS21085,RL4086,WP_011653496.1,1053,
WP_011653497.1,NC_008380.1,CDS,4322805,4323659,reverse,,RL_RS21090,RL4087,WP_011653497.1,855,LysR family transcriptional regulator
RL_RS21090,NC_008380.1,gene,4322805,4323659,reverse,,RL_RS21090,RL4087,WP_011653497.1,855,
WP_041936464.1,NC_008380.1,CDS,4323705,4324754,forward,,RL_RS21095,RL4088,WP_041936464.1,1050,bile acid:sodium symporter
RL_RS21095,NC_008380.1,gene,4323705,4324754,forward,,RL_RS21095,RL4088,WP_041936464.1,1050,
WP_011653499.1,NC_008380.1,CDS,4324830,4325300,reverse,,RL_RS21100,RL4089,WP_011653499.1,471,Hsp20 family protein
RL_RS21100,NC_008380.1,gene,4324830,4325300,reverse,,RL_RS21100,RL4089,WP_011653499.1,471,
WP_041936465.1,NC_008380.1,CDS,4325706,4326680,forward,,RL_RS21105,RL4090,WP_041936465.1,975,alpha/beta hydrolase
RL_RS21105,NC_008380.1,gene,4325706,4326680,forward,,RL_RS21105,RL4090,WP_041936465.1,975,
WP_011653501.1,NC_008380.1,CDS,4326728,4327501,reverse,hisN,RL_RS21110,RL4091,WP_011653501.1,774,histidinol-phosphatase
hisN,NC_008380.1,gene,4326728,4327501,reverse,hisN,RL_RS21110,RL4091,WP_011653501.1,774,
WP_011653502.1,NC_008380.1,CDS,4327773,4328654,reverse,,RL_RS21115,RL4092,WP_011653502.1,882,N-formylglutamate amidohydrolase
RL_RS21115,NC_008380.1,gene,4327773,4328654,reverse,,RL_RS21115,RL4092,WP_011653502.1,882,
WP_003542883.1,NC_008380.1,CDS,4328842,4329204,forward,cpdR1,RL_RS21120,RL4093,WP_003542883.1,363,response regulator CpdR1
cpdR1,NC_008380.1,gene,4328842,4329204,forward,cpdR1,RL_RS21120,RL4093,WP_003542883.1,363,
exon,NC_008380.1,exon,4329289,4329363,forward,,RL_RS21125,RLt60,,75,tRNA-Val
RL_RS21125,NC_008380.1,gene,4329289,4329363,forward,,RL_RS21125,RLt60,,75,
tRNA,NC_008380.1,tRNA,4329289,4329363,forward,,RL_RS21125,,,75,tRNA-Val
WP_028742292.1,NC_008380.1,CDS,4329548,4329742,forward,,RL_RS40655,,WP_028742292.1,195,hypothetical protein
RL_RS40655,NC_008380.1,gene,4329548,4329742,forward,,RL_RS40655,,WP_028742292.1,195,
WP_244432345.1,NC_008380.1,CDS,4329866,4330360,forward,,RL_RS21135,RL4095,WP_244432345.1,495,hypothetical protein
RL_RS21135,NC_008380.1,gene,4329866,4330360,forward,,RL_RS21135,RL4095,WP_244432345.1,495,
WP_011653505.1,NC_008380.1,CDS,4330367,4331092,reverse,,RL_RS21140,RL4096,WP_011653505.1,726,hypothetical protein
RL_RS21140,NC_008380.1,gene,4330367,4331092,reverse,,RL_RS21140,RL4096,WP_011653505.1,726,
WP_011653506.1,NC_008380.1,CDS,4331325,4331834,forward,,RL_RS21145,RL4097,WP_011653506.1,510,MgtC/SapB family protein
RL_RS21145,NC_008380.1,gene,4331325,4331834,forward,,RL_RS21145,RL4097,WP_011653506.1,510,
WP_165422419.1,NC_008380.1,CDS,4331921,4332097,reverse,,RL_RS40225,RL4098,WP_165422419.1,177,hypothetical protein
RL_RS40225,NC_008380.1,gene,4331921,4332097,reverse,,RL_RS40225,RL4098,WP_165422419.1,177,
WP_011653508.1,NC_008380.1,CDS,4332155,4332385,reverse,,RL_RS21150,RL4099,WP_011653508.1,231,hypothetical protein
RL_RS21150,NC_008380.1,gene,4332155,4332385,reverse,,RL_RS21150,RL4099,WP_011653508.1,231,
WP_011653509.1,NC_008380.1,CDS,4332738,4333826,forward,,RL_RS21155,RL4100,WP_011653509.1,1089,DUF475 domain-containing protein
RL_RS21155,NC_008380.1,gene,4332738,4333826,forward,,RL_RS21155,RL4100,WP_011653509.1,1089,
WP_003542890.1,NC_008380.1,CDS,4333920,4334090,reverse,,RL_RS40230,,WP_003542890.1,171,hypothetical protein
RL_RS40230,NC_008380.1,gene,4333920,4334090,reverse,,RL_RS40230,,WP_003542890.1,171,
WP_011653510.1,NC_008380.1,CDS,4334353,4335870,reverse,,RL_RS21160,RL4101,WP_011653510.1,1518,tripartite tricarboxylate transporter permease
RL_RS21160,NC_008380.1,gene,4334353,4335870,reverse,,RL_RS21160,RL4101,WP_011653510.1,1518,
WP_011653511.1,NC_008380.1,CDS,4335959,4336450,reverse,,RL_RS21165,RL4102,WP_011653511.1,492,tripartite tricarboxylate transporter TctB family protein
RL_RS21165,NC_008380.1,gene,4335959,4336450,reverse,,RL_RS21165,RL4102,WP_011653511.1,492,
WP_011653512.1,NC_008380.1,CDS,4336447,4337391,reverse,,RL_RS21170,RL4103,WP_011653512.1,945,tripartite tricarboxylate transporter substrate binding protein
RL_RS21170,NC_008380.1,gene,4336447,4337391,reverse,,RL_RS21170,RL4103,WP_011653512.1,945,
WP_011653513.1,NC_008380.1,CDS,4337774,4338820,reverse,,RL_RS21175,RL4104,WP_011653513.1,1047,ABC transporter substrate-binding protein
RL_RS21175,NC_008380.1,gene,4337774,4338820,reverse,,RL_RS21175,RL4104,WP_011653513.1,1047,
CDS,NC_008380.1,CDS,4338884,4339743,reverse,,RL_RS21180,RL4105,,860,ornithine carbamoyltransferase
RL_RS21180,NC_008380.1,pseudogene,4338884,4339743,reverse,,RL_RS21180,RL4105,,860,
WP_011653515.1,NC_008380.1,CDS,4340178,4342046,forward,,RL_RS21185,RL4106,WP_011653515.1,1869,tetratricopeptide repeat protein
RL_RS21185,NC_008380.1,gene,4340178,4342046,forward,,RL_RS21185,RL4106,WP_011653515.1,1869,
WP_011653516.1,NC_008380.1,CDS,4342245,4342922,forward,,RL_RS21190,RL4107,WP_011653516.1,678,response regulator transcription factor
RL_RS21190,NC_008380.1,gene,4342245,4342922,forward,,RL_RS21190,RL4107,WP_011653516.1,678,
WP_011653517.1,NC_008380.1,CDS,4342919,4344301,forward,,RL_RS21195,RL4108,WP_011653517.1,1383,sensor histidine kinase
RL_RS21195,NC_008380.1,gene,4342919,4344301,forward,,RL_RS21195,RL4108,WP_011653517.1,1383,
WP_011653518.1,NC_008380.1,CDS,4344405,4347731,forward,,RL_RS21200,RL4109,WP_011653518.1,3327,transglutaminase family protein
RL_RS21200,NC_008380.1,gene,4344405,4347731,forward,,RL_RS21200,RL4109,WP_011653518.1,3327,
WP_011653519.1,NC_008380.1,CDS,4347772,4350189,forward,,RL_RS21205,RL4110,WP_011653519.1,2418,circularly permuted type 2 ATP-grasp protein
RL_RS21205,NC_008380.1,gene,4347772,4350189,forward,,RL_RS21205,RL4110,WP_011653519.1,2418,
WP_011653520.1,NC_008380.1,CDS,4350195,4351073,forward,,RL_RS21210,RL4111,WP_011653520.1,879,transglutaminase family protein
RL_RS21210,NC_008380.1,gene,4350195,4351073,forward,,RL_RS21210,RL4111,WP_011653520.1,879,
WP_011653521.1,NC_008380.1,CDS,4351189,4352385,forward,,RL_RS21215,RL4112,WP_011653521.1,1197,TadE/TadG family protein
RL_RS21215,NC_008380.1,gene,4351189,4352385,forward,,RL_RS21215,RL4112,WP_011653521.1,1197,
WP_003542904.1,NC_008380.1,CDS,4352662,4355124,forward,,RL_RS21220,RL4114,WP_003542904.1,2463,glycogen/starch/alpha-glucan phosphorylase
RL_RS21220,NC_008380.1,gene,4352662,4355124,forward,,RL_RS21220,RL4114,WP_003542904.1,2463,
WP_011653523.1,NC_008380.1,CDS,4355121,4357328,forward,glgB,RL_RS21225,RL4115,WP_011653523.1,2208,"1,4-alpha-glucan branching protein GlgB"
glgB,NC_008380.1,gene,4355121,4357328,forward,glgB,RL_RS21225,RL4115,WP_011653523.1,2208,
WP_011653524.1,NC_008380.1,CDS,4357348,4358610,forward,glgC,RL_RS21230,RL4116,WP_011653524.1,1263,glucose-1-phosphate adenylyltransferase
glgC,NC_008380.1,gene,4357348,4358610,forward,glgC,RL_RS21230,RL4116,WP_011653524.1,1263,
WP_011653525.1,NC_008380.1,CDS,4358614,4360056,forward,glgA,RL_RS21235,RL4117,WP_011653525.1,1443,glycogen synthase GlgA
glgA,NC_008380.1,gene,4358614,4360056,forward,glgA,RL_RS21235,RL4117,WP_011653525.1,1443,
WP_011653526.1,NC_008380.1,CDS,4360063,4361694,forward,,RL_RS21240,RL4118,WP_011653526.1,1632,alpha-D-glucose phosphate-specific phosphoglucomutase
RL_RS21240,NC_008380.1,gene,4360063,4361694,forward,,RL_RS21240,RL4118,WP_011653526.1,1632,
WP_011653527.1,NC_008380.1,CDS,4361707,4363683,forward,glgX,RL_RS21245,RL4119,WP_011653527.1,1977,glycogen debranching protein GlgX
glgX,NC_008380.1,gene,4361707,4363683,forward,glgX,RL_RS21245,RL4119,WP_011653527.1,1977,
WP_011653528.1,NC_008380.1,CDS,4363774,4364262,forward,,RL_RS21250,RL4120,WP_011653528.1,489,MaoC family dehydratase
RL_RS21250,NC_008380.1,gene,4363774,4364262,forward,,RL_RS21250,RL4120,WP_011653528.1,489,
WP_011653529.1,NC_008380.1,CDS,4364278,4364676,reverse,,RL_RS21255,RL4121,WP_011653529.1,399,VOC family protein
RL_RS21255,NC_008380.1,gene,4364278,4364676,reverse,,RL_RS21255,RL4121,WP_011653529.1,399,
WP_011653530.1,NC_008380.1,CDS,4364721,4365269,reverse,,RL_RS21260,RL4122,WP_011653530.1,549,sarcosine oxidase subunit gamma
RL_RS21260,NC_008380.1,gene,4364721,4365269,reverse,,RL_RS21260,RL4122,WP_011653530.1,549,
WP_011653531.1,NC_008380.1,CDS,4365262,4368255,reverse,,RL_RS21265,RL4123,WP_011653531.1,2994,sarcosine oxidase subunit alpha
RL_RS21265,NC_008380.1,gene,4365262,4368255,reverse,,RL_RS21265,RL4123,WP_011653531.1,2994,
WP_011653532.1,NC_008380.1,CDS,4368252,4368593,reverse,,RL_RS21270,RL4124,WP_011653532.1,342,sarcosine oxidase subunit delta
RL_RS21270,NC_008380.1,gene,4368252,4368593,reverse,,RL_RS21270,RL4124,WP_011653532.1,342,
WP_011653533.1,NC_008380.1,CDS,4368606,4369007,reverse,,RL_RS21275,RL4125,WP_011653533.1,402,hypothetical protein
RL_RS21275,NC_008380.1,gene,4368606,4369007,reverse,,RL_RS21275,RL4125,WP_011653533.1,402,
WP_011653534.1,NC_008380.1,CDS,4369007,4370260,reverse,,RL_RS21280,RL4126,WP_011653534.1,1254,sarcosine oxidase subunit beta family protein
RL_RS21280,NC_008380.1,gene,4369007,4370260,reverse,,RL_RS21280,RL4126,WP_011653534.1,1254,
WP_041936468.1,NC_008380.1,CDS,4370514,4371536,forward,,RL_RS21285,RL4127,WP_041936468.1,1023,FecR domain-containing protein
RL_RS21285,NC_008380.1,gene,4370514,4371536,forward,,RL_RS21285,RL4127,WP_041936468.1,1023,
WP_041936612.1,NC_008380.1,CDS,4371543,4373714,reverse,,RL_RS21290,RL4128,WP_041936612.1,2172,adenylate/guanylate cyclase domain-containing protein
RL_RS21290,NC_008380.1,gene,4371543,4373714,reverse,,RL_RS21290,RL4128,WP_041936612.1,2172,
WP_041936470.1,NC_008380.1,CDS,4373999,4375597,forward,,RL_RS21295,RL4129,WP_041936470.1,1599,adenylate/guanylate cyclase domain-containing protein
RL_RS21295,NC_008380.1,gene,4373999,4375597,forward,,RL_RS21295,RL4129,WP_041936470.1,1599,
WP_003542939.1,NC_008380.1,CDS,4375777,4375992,forward,rpsU,RL_RS21300,RL4130,WP_003542939.1,216,30S ribosomal protein S21
rpsU,NC_008380.1,gene,4375777,4375992,forward,rpsU,RL_RS21300,RL4130,WP_003542939.1,216,
WP_011653538.1,NC_008380.1,CDS,4376128,4376997,forward,,RL_RS21305,RL4131,WP_011653538.1,870,tetratricopeptide repeat protein
RL_RS21305,NC_008380.1,gene,4376128,4376997,forward,,RL_RS21305,RL4131,WP_011653538.1,870,
WP_011653539.1,NC_008380.1,CDS,4377517,4379169,forward,,RL_RS21310,RL4132,WP_011653539.1,1653,sensor histidine kinase
RL_RS21310,NC_008380.1,gene,4377517,4379169,forward,,RL_RS21310,RL4132,WP_011653539.1,1653,
WP_003542945.1,NC_008380.1,CDS,4379284,4379766,forward,,RL_RS21315,RL4133,WP_003542945.1,483,DUF992 domain-containing protein
RL_RS21315,NC_008380.1,gene,4379284,4379766,forward,,RL_RS21315,RL4133,WP_003542945.1,483,
WP_011653540.1,NC_008380.1,CDS,4379853,4381247,reverse,,RL_RS21320,RL4134,WP_011653540.1,1395,NAD(P)( ) transhydrogenase (Re/Si-specific) subunit beta
RL_RS21320,NC_008380.1,gene,4379853,4381247,reverse,,RL_RS21320,RL4134,WP_011653540.1,1395,
WP_011653541.1,NC_008380.1,CDS,4381255,4381653,reverse,,RL_RS21325,RL4135,WP_011653541.1,399,proton-translocating transhydrogenase family protein
RL_RS21325,NC_008380.1,gene,4381255,4381653,reverse,,RL_RS21325,RL4135,WP_011653541.1,399,
WP_011653542.1,NC_008380.1,CDS,4381653,4382801,reverse,,RL_RS21330,RL4136,WP_011653542.1,1149,Re/Si-specific NAD(P)( ) transhydrogenase subunit alpha
RL_RS21330,NC_008380.1,gene,4381653,4382801,reverse,,RL_RS21330,RL4136,WP_011653542.1,1149,
WP_003542954.1,NC_008380.1,CDS,4382957,4383181,reverse,,RL_RS21335,RL4137,WP_003542954.1,225,aa3-type cytochrome c oxidase subunit IV
RL_RS21335,NC_008380.1,gene,4382957,4383181,reverse,,RL_RS21335,RL4137,WP_003542954.1,225,
WP_003542957.1,NC_008380.1,CDS,4383428,4384180,reverse,,RL_RS21340,RL4138,WP_003542957.1,753,hypothetical protein
RL_RS21340,NC_008380.1,gene,4383428,4384180,reverse,,RL_RS21340,RL4138,WP_003542957.1,753,
WP_011653544.1,NC_008380.1,CDS,4384323,4386626,reverse,,RL_RS21345,RL4139,WP_011653544.1,2304,EAL domain-containing protein
RL_RS21345,NC_008380.1,gene,4384323,4386626,reverse,,RL_RS21345,RL4139,WP_011653544.1,2304,
WP_041936471.1,NC_008380.1,CDS,4386956,4387495,forward,,RL_RS21350,RL4140,WP_041936471.1,540,TRAP transporter small permease subunit
RL_RS21350,NC_008380.1,gene,4386956,4387495,forward,,RL_RS21350,RL4140,WP_041936471.1,540,
WP_011653546.1,NC_008380.1,CDS,4387517,4389010,forward,,RL_RS21355,RL4141,WP_011653546.1,1494,TRAP transporter large permease subunit
RL_RS21355,NC_008380.1,gene,4387517,4389010,forward,,RL_RS21355,RL4141,WP_011653546.1,1494,
WP_011653547.1,NC_008380.1,CDS,4389361,4390467,reverse,,RL_RS21360,RL4142,WP_011653547.1,1107,TRAP transporter substrate-binding protein
RL_RS21360,NC_008380.1,gene,4389361,4390467,reverse,,RL_RS21360,RL4142,WP_011653547.1,1107,
WP_011653548.1,NC_008380.1,CDS,4390761,4391540,forward,,RL_RS21365,RL4143,WP_011653548.1,780,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
RL_RS21365,NC_008380.1,gene,4390761,4391540,forward,,RL_RS21365,RL4143,WP_011653548.1,780,
WP_011653549.1,NC_008380.1,CDS,4391607,4392563,reverse,,RL_RS21370,RL4144,WP_011653549.1,957,2-hydroxyacid dehydrogenase
RL_RS21370,NC_008380.1,gene,4391607,4392563,reverse,,RL_RS21370,RL4144,WP_011653549.1,957,
WP_003542973.1,NC_008380.1,CDS,4392593,4393615,reverse,,RL_RS21375,RL4145,WP_003542973.1,1023,LacI family transcriptional regulator
RL_RS21375,NC_008380.1,gene,4392593,4393615,reverse,,RL_RS21375,RL4145,WP_003542973.1,1023,
WP_011653550.1,NC_008380.1,CDS,4393733,4394245,reverse,,RL_RS21380,RL4146,WP_011653550.1,513,MarR family transcriptional regulator
RL_RS21380,NC_008380.1,gene,4393733,4394245,reverse,,RL_RS21380,RL4146,WP_011653550.1,513,
WP_011653551.1,NC_008380.1,CDS,4394331,4395119,forward,,RL_RS21385,RL4147,WP_011653551.1,789,creatininase family protein
RL_RS21385,NC_008380.1,gene,4394331,4395119,forward,,RL_RS21385,RL4147,WP_011653551.1,789,
WP_011653552.1,NC_008380.1,CDS,4395268,4396386,forward,,RL_RS21390,RL4148,WP_011653552.1,1119,GTP-binding protein
RL_RS21390,NC_008380.1,gene,4395268,4396386,forward,,RL_RS21390,RL4148,WP_011653552.1,1119,
WP_011653553.1,NC_008380.1,CDS,4396386,4397375,forward,,RL_RS21395,RL4149,WP_011653553.1,990,WD40 repeat domain-containing protein
RL_RS21395,NC_008380.1,gene,4396386,4397375,forward,,RL_RS21395,RL4149,WP_011653553.1,990,
WP_028742327.1,NC_008380.1,CDS,4397391,4397888,forward,,RL_RS21400,RL4150,WP_028742327.1,498,GNAT family N-acetyltransferase
RL_RS21400,NC_008380.1,gene,4397391,4397888,forward,,RL_RS21400,RL4150,WP_028742327.1,498,
WP_011653555.1,NC_008380.1,CDS,4398032,4399366,forward,,RL_RS21405,RL4151,WP_011653555.1,1335,ISNCY-like element ISRle10 family transposase
RL_RS21405,NC_008380.1,gene,4398032,4399366,forward,,RL_RS21405,RL4151,WP_011653555.1,1335,
WP_011653556.1,NC_008380.1,CDS,4399657,4400475,forward,cysE,RL_RS21410,RL4152,WP_011653556.1,819,serine O-acetyltransferase
cysE,NC_008380.1,gene,4399657,4400475,forward,cysE,RL_RS21410,RL4152,WP_011653556.1,819,
WP_011653557.1,NC_008380.1,CDS,4400572,4401729,reverse,,RL_RS21415,RL4153,WP_011653557.1,1158,GGDEF domain-containing protein
RL_RS21415,NC_008380.1,gene,4400572,4401729,reverse,,RL_RS21415,RL4153,WP_011653557.1,1158,
WP_041936613.1,NC_008380.1,CDS,4401885,4402913,reverse,,RL_RS21420,RL4154,WP_041936613.1,1029,serine hydrolase
RL_RS21420,NC_008380.1,gene,4401885,4402913,reverse,,RL_RS21420,RL4154,WP_041936613.1,1029,
WP_011653559.1,NC_008380.1,CDS,4403165,4403755,reverse,,RL_RS21425,RL4155,WP_011653559.1,591,N-acetyltransferase
RL_RS21425,NC_008380.1,gene,4403165,4403755,reverse,,RL_RS21425,RL4155,WP_011653559.1,591,
WP_011653560.1,NC_008380.1,CDS,4403850,4404983,reverse,odc2,RL_RS21430,RL4156,WP_011653560.1,1134,ornithine/lysine decarboxylase
odc2,NC_008380.1,gene,4403850,4404983,reverse,odc2,RL_RS21430,RL4156,WP_011653560.1,1134,
WP_003542994.1,NC_008380.1,CDS,4405512,4406405,forward,,RL_RS21435,RL4157,WP_003542994.1,894,LysR family transcriptional regulator
RL_RS21435,NC_008380.1,gene,4405512,4406405,forward,,RL_RS21435,RL4157,WP_003542994.1,894,
WP_011653561.1,NC_008380.1,CDS,4406628,4407269,forward,,RL_RS21440,RL4158,WP_011653561.1,642,DUF1007 family protein
RL_RS21440,NC_008380.1,gene,4406628,4407269,forward,,RL_RS21440,RL4158,WP_011653561.1,642,
WP_011653562.1,NC_008380.1,CDS,4407263,4408339,forward,,RL_RS21445,RL4159,WP_011653562.1,1077,nickel/cobalt transporter
RL_RS21445,NC_008380.1,gene,4407263,4408339,forward,,RL_RS21445,RL4159,WP_011653562.1,1077,
WP_028742330.1,NC_008380.1,CDS,4408342,4408548,reverse,,RL_RS21450,,WP_028742330.1,207,hypothetical protein
RL_RS21450,NC_008380.1,gene,4408342,4408548,reverse,,RL_RS21450,,WP_028742330.1,207,
WP_011653563.1,NC_008380.1,CDS,4408545,4409240,reverse,,RL_RS21455,RL4160,WP_011653563.1,696,GNAT family N-acetyltransferase
RL_RS21455,NC_008380.1,gene,4408545,4409240,reverse,,RL_RS21455,RL4160,WP_011653563.1,696,
WP_011653564.1,NC_008380.1,CDS,4409304,4410023,reverse,,RL_RS21460,RL4161,WP_011653564.1,720,tellurite resistance TerB family protein
RL_RS21460,NC_008380.1,gene,4409304,4410023,reverse,,RL_RS21460,RL4161,WP_011653564.1,720,
WP_011653565.1,NC_008380.1,CDS,4410279,4410917,reverse,,RL_RS21465,RL4162,WP_011653565.1,639,2-dehydro-3-deoxy-phosphogluconate aldolase
RL_RS21465,NC_008380.1,gene,4410279,4410917,reverse,,RL_RS21465,RL4162,WP_011653565.1,639,
WP_011653566.1,NC_008380.1,CDS,4411072,4411560,forward,,RL_RS21470,RL4163,WP_011653566.1,489,CYTH domain-containing protein
RL_RS21470,NC_008380.1,gene,4411072,4411560,forward,,RL_RS21470,RL4163,WP_011653566.1,489,
WP_011653567.1,NC_008380.1,CDS,4411538,4412446,forward,,RL_RS21475,RL4164,WP_011653567.1,909,CHAD domain-containing protein
RL_RS21475,NC_008380.1,gene,4411538,4412446,forward,,RL_RS21475,RL4164,WP_011653567.1,909,
WP_011653568.1,NC_008380.1,CDS,4412594,4413070,forward,,RL_RS21480,RL4165,WP_011653568.1,477,VOC family protein
RL_RS21480,NC_008380.1,gene,4412594,4413070,forward,,RL_RS21480,RL4165,WP_011653568.1,477,
WP_011653569.1,NC_008380.1,CDS,4413142,4414071,forward,,RL_RS21485,RL4166,WP_011653569.1,930,rhodanese-related sulfurtransferase
RL_RS21485,NC_008380.1,gene,4413142,4414071,forward,,RL_RS21485,RL4166,WP_011653569.1,930,
WP_011653570.1,NC_008380.1,CDS,4414090,4416303,reverse,,RL_RS21490,RL4167,WP_011653570.1,2214,bifunctional diguanylate cyclase/phosphodiesterase
RL_RS21490,NC_008380.1,gene,4414090,4416303,reverse,,RL_RS21490,RL4167,WP_011653570.1,2214,
WP_011653571.1,NC_008380.1,CDS,4416417,4417790,reverse,,RL_RS21495,RL4168,WP_011653571.1,1374,GH1 family beta-glucosidase
RL_RS21495,NC_008380.1,gene,4416417,4417790,reverse,,RL_RS21495,RL4168,WP_011653571.1,1374,
WP_011653572.1,NC_008380.1,CDS,4418028,4418432,forward,,RL_RS21500,RL4169,WP_011653572.1,405,DoxX family protein
RL_RS21500,NC_008380.1,gene,4418028,4418432,forward,,RL_RS21500,RL4169,WP_011653572.1,405,
WP_011653573.1,NC_008380.1,CDS,4418509,4419696,reverse,,RL_RS21505,RL4170,WP_011653573.1,1188,Gfo/Idh/MocA family oxidoreductase
RL_RS21505,NC_008380.1,gene,4418509,4419696,reverse,,RL_RS21505,RL4170,WP_011653573.1,1188,
WP_011653574.1,NC_008380.1,CDS,4419922,4420974,reverse,,RL_RS21510,RL4171,WP_011653574.1,1053,sugar phosphate isomerase/epimerase
RL_RS21510,NC_008380.1,gene,4419922,4420974,reverse,,RL_RS21510,RL4171,WP_011653574.1,1053,
WP_003543021.1,NC_008380.1,CDS,4421224,4422171,reverse,,RL_RS21515,RL4172,WP_003543021.1,948,substrate-binding domain-containing protein
RL_RS21515,NC_008380.1,gene,4421224,4422171,reverse,,RL_RS21515,RL4172,WP_003543021.1,948,
WP_011653575.1,NC_008380.1,CDS,4422287,4423291,reverse,,RL_RS21520,RL4173,WP_011653575.1,1005,ABC transporter permease
RL_RS21520,NC_008380.1,gene,4422287,4423291,reverse,,RL_RS21520,RL4173,WP_011653575.1,1005,
WP_011653576.1,NC_008380.1,CDS,4423369,4424895,reverse,,RL_RS21525,RL4174,WP_011653576.1,1527,sugar ABC transporter ATP-binding protein
RL_RS21525,NC_008380.1,gene,4423369,4424895,reverse,,RL_RS21525,RL4174,WP_011653576.1,1527,
WP_011653577.1,NC_008380.1,CDS,4425065,4426096,forward,,RL_RS21530,RL4175,WP_011653577.1,1032,LacI family transcriptional regulator
RL_RS21530,NC_008380.1,gene,4425065,4426096,forward,,RL_RS21530,RL4175,WP_011653577.1,1032,
WP_003552938.1,NC_008380.1,CDS,4426174,4427484,reverse,xylA,RL_RS21535,RL4176,WP_003552938.1,1311,xylose isomerase
xylA,NC_008380.1,gene,4426174,4427484,reverse,xylA,RL_RS21535,RL4176,WP_003552938.1,1311,
WP_011653578.1,NC_008380.1,CDS,4427533,4428984,reverse,xylB,RL_RS21540,RL4177,WP_011653578.1,1452,xylulokinase
xylB,NC_008380.1,gene,4427533,4428984,reverse,xylB,RL_RS21540,RL4177,WP_011653578.1,1452,
WP_041936473.1,NC_008380.1,CDS,4429006,4430028,reverse,,RL_RS21545,RL4178,WP_041936473.1,1023,LacI family DNA-binding transcriptional regulator
RL_RS21545,NC_008380.1,gene,4429006,4430028,reverse,,RL_RS21545,RL4178,WP_041936473.1,1023,
WP_011653580.1,NC_008380.1,CDS,4430233,4431831,reverse,,RL_RS21550,RL4179,WP_011653580.1,1599,DHA2 family efflux MFS transporter permease subunit
RL_RS21550,NC_008380.1,gene,4430233,4431831,reverse,,RL_RS21550,RL4179,WP_011653580.1,1599,
