## Sat Mar 25 20:43:29 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Smeli:SM_b20254	266834.SM_b20254	1.12e-54	171.0	2A5RK@1|root,30UGJ@2|Bacteria,1PNY1@1224|Proteobacteria,2V1H8@28211|Alphaproteobacteria,4BHUD@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20255	266834.SM_b20255	3.22e-116	334.0	COG4420@1|root,COG4420@2|Bacteria,1RHHI@1224|Proteobacteria,2UA8M@28211|Alphaproteobacteria,4BJN3@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF1003)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1003
Smeli:SM_b20256	266834.SM_b20256	2.97e-109	313.0	COG3832@1|root,COG3832@2|Bacteria,1Q51U@1224|Proteobacteria,2TSKI@28211|Alphaproteobacteria,4BDXP@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Polyketide cyclase / dehydrase and lipid transport	-	-	-	-	-	-	-	-	-	-	-	-	AHSA1
Smeli:SM_b20257	266834.SM_b20257	1.01e-251	691.0	COG2114@1|root,COG2114@2|Bacteria,1N3JU@1224|Proteobacteria,2U05E@28211|Alphaproteobacteria,4B8PI@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Adenylate cyclase	-	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_cyc
Smeli:SM_b20258	266834.SM_b20258	1.01e-161	453.0	COG1802@1|root,COG1802@2|Bacteria,1P945@1224|Proteobacteria,2TV2V@28211|Alphaproteobacteria,4B7UC@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	transcriptional	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
Smeli:SM_b20259	266834.SM_b20259	3.03e-230	634.0	COG0329@1|root,COG0329@2|Bacteria,1P6EY@1224|Proteobacteria,2TSTK@28211|Alphaproteobacteria,4B9SX@82115|Rhizobiaceae	28211|Alphaproteobacteria	EM	Belongs to the DapA family	-	-	3.5.4.22	ko:K21062	ko00330,map00330	-	R02280	RC00679	ko00000,ko00001,ko01000	-	-	-	DHDPS
Smeli:SM_b20260	266834.SM_b20260	2.38e-81	241.0	COG3339@1|root,COG3339@2|Bacteria,1MZCY@1224|Proteobacteria,2UC5S@28211|Alphaproteobacteria,4BFIU@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF1232)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1232
Smeli:SM_b20261	266834.SM_b20261	1.26e-246	677.0	COG2055@1|root,COG2055@2|Bacteria,1MWQY@1224|Proteobacteria,2TR37@28211|Alphaproteobacteria,4B8B0@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	Belongs to the LDH2 MDH2 oxidoreductase family	-	-	1.5.1.21	ko:K13609	ko00310,ko00960,ko01100,map00310,map00960,map01100	-	R02203	RC00135	ko00000,ko00001,ko01000	-	-	-	Ldh_2
Smeli:SM_b20262	266834.SM_b20262	0.0	996.0	COG1012@1|root,COG1012@2|Bacteria,1MY2V@1224|Proteobacteria,2TTPR@28211|Alphaproteobacteria,4B73W@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	COG1012 NAD-dependent aldehyde dehydrogenases	aldH	-	1.2.1.26	ko:K13877	ko00040,ko00053,map00040,map00053	-	R00264	RC00080	ko00000,ko00001,ko01000	-	-	-	Aldedh
Smeli:SM_b20263	266834.SM_b20263	7.76e-191	530.0	COG0834@1|root,COG0834@2|Bacteria,1MVMP@1224|Proteobacteria,2TTQY@28211|Alphaproteobacteria,4BBY2@82115|Rhizobiaceae	28211|Alphaproteobacteria	ET	ABC-type amino acid transport signal transduction systems, periplasmic component domain	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
Smeli:SM_b20264	266834.SM_b20264	9.71e-148	417.0	COG0765@1|root,COG0765@2|Bacteria,1QVU4@1224|Proteobacteria,2TU1N@28211|Alphaproteobacteria,4B7CT@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	ABC-type amino acid transport system, permease component	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
Smeli:SM_b20265	266834.SM_b20265	2.13e-149	421.0	COG0765@1|root,COG0765@2|Bacteria,1MZP6@1224|Proteobacteria,2TZSZ@28211|Alphaproteobacteria,4BB4R@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	ABC-type amino acid transport system, permease component	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
Smeli:SM_b20266	266834.SM_b20266	1.28e-166	466.0	COG1126@1|root,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,2TQX2@28211|Alphaproteobacteria,4BBIA@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	ABC-type polar amino acid transport system, ATPase component	glnQ	-	3.6.3.21	ko:K02028,ko:K09972,ko:K10010	ko02010,map02010	M00232,M00234,M00236	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.3,3.A.1.3.10,3.A.1.3.14,3.A.1.3.17,3.A.1.3.18,3.A.1.3.7,3.A.1.3.8	-	-	ABC_tran
Smeli:SM_b20267	266834.SM_b20267	5.44e-296	808.0	COG0665@1|root,COG0665@2|Bacteria,1MVIZ@1224|Proteobacteria,2TSQI@28211|Alphaproteobacteria,4B8XV@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Glycine D-amino acid oxidases (deaminating)	-	-	1.4.5.1	ko:K00285	ko00360,map00360	-	R01374,R09493	RC00006,RC00025	ko00000,ko00001,ko01000	-	-	-	DAO
Smeli:SM_b20268	266834.SM_b20268	4.61e-252	690.0	COG3938@1|root,COG3938@2|Bacteria,1NVF9@1224|Proteobacteria,2TX8Z@28211|Alphaproteobacteria,4B95T@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Belongs to the proline racemase family	prpA	GO:0003674,GO:0003824,GO:0006575,GO:0006577,GO:0006579,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016853,GO:0016854,GO:0016855,GO:0034641,GO:0036361,GO:0042219,GO:0044237,GO:0044248,GO:0044270,GO:0047580,GO:0047661,GO:0071704,GO:1901564,GO:1901565,GO:1901575	5.1.1.8	ko:K12658	ko00330,map00330	-	R03296	RC00479	ko00000,ko00001,ko01000	-	-	-	Pro_racemase
Smeli:SM_b20269	266834.SM_b20269	0.0	1103.0	COG1679@1|root,COG1786@1|root,COG1679@2|Bacteria,COG1786@2|Bacteria,1NFH4@1224|Proteobacteria,2TTR6@28211|Alphaproteobacteria,4B9RE@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF521)	-	-	-	ko:K09123	-	-	-	-	ko00000	-	-	-	DUF126,DUF521
Smeli:SM_b20270	266834.SM_b20270	1.13e-252	692.0	COG3938@1|root,COG3938@2|Bacteria,1N02K@1224|Proteobacteria,2VGM8@28211|Alphaproteobacteria,4B93W@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Belongs to the proline racemase family	-	GO:0003674,GO:0003824,GO:0016829,GO:0016835,GO:0016836,GO:0050346	-	-	-	-	-	-	-	-	-	-	Pro_racemase
Smeli:SM_b20271	266834.SM_b20271	2.12e-97	283.0	COG1765@1|root,COG1765@2|Bacteria,1RCZW@1224|Proteobacteria,2U9G3@28211|Alphaproteobacteria,4BJGE@82115|Rhizobiaceae	28211|Alphaproteobacteria	O	OsmC-like protein	yhfA	-	-	ko:K07397	-	-	-	-	ko00000	-	-	-	OsmC
Smeli:SM_b20272	266834.SM_b20272	5.59e-272	746.0	COG0477@1|root,COG2814@2|Bacteria,1MX2P@1224|Proteobacteria,2TUAS@28211|Alphaproteobacteria,4B8K5@82115|Rhizobiaceae	28211|Alphaproteobacteria	EGP	Major Facilitator Superfamily	MA20_27720	-	-	-	-	-	-	-	-	-	-	-	MFS_1
Smeli:SM_b20273	266834.SM_b20273	4.17e-30	107.0	2DK8K@1|root,308VP@2|Bacteria,1QSMH@1224|Proteobacteria,2V431@28211|Alphaproteobacteria,4BGWE@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20275	266834.SM_b20275	1.71e-203	563.0	COG3246@1|root,COG3246@2|Bacteria,1MXEF@1224|Proteobacteria,2U387@28211|Alphaproteobacteria,4BCFU@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	beta-keto acid cleavage enzyme	-	-	-	-	-	-	-	-	-	-	-	-	BKACE
Smeli:SM_b20276	266834.SM_b20276	5.63e-198	550.0	COG1737@1|root,COG1737@2|Bacteria,1MW2B@1224|Proteobacteria,2U0K3@28211|Alphaproteobacteria,4BCGH@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	SIS domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6,SIS
Smeli:SM_b20277	266834.SM_b20277	0.0	883.0	COG0161@1|root,COG0161@2|Bacteria,1MU2N@1224|Proteobacteria,2TQND@28211|Alphaproteobacteria,4B97F@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	Aminotransferase class-III	-	-	-	-	-	-	-	-	-	-	-	-	Aminotran_3
Smeli:SM_b20278	266834.SM_b20278	8.93e-141	397.0	COG2128@1|root,COG2128@2|Bacteria,1R5AT@1224|Proteobacteria,2TV9P@28211|Alphaproteobacteria,4BMMI@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Carboxymuconolactone decarboxylase family	-	-	-	-	-	-	-	-	-	-	-	-	CMD
Smeli:SM_b20279	266834.SM_b20279	4.21e-111	320.0	COG4950@1|root,COG4950@2|Bacteria,1RIMD@1224|Proteobacteria,2UV4B@28211|Alphaproteobacteria,4BMVI@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20280	266834.SM_b20280	0.0	1009.0	COG2072@1|root,COG2072@2|Bacteria,1MUKW@1224|Proteobacteria,2TQVE@28211|Alphaproteobacteria,4B7GT@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_3
Smeli:SM_b20281	266834.SM_b20281	1.15e-259	711.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2TQMJ@28211|Alphaproteobacteria,4B7ZA@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Part of the ABC transporter complex potABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	-	-	3.6.3.31	ko:K11072	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.11.1	-	-	ABC_tran,TOBE_2
Smeli:SM_b20282	266834.SM_b20282	5.83e-179	499.0	COG1177@1|root,COG1177@2|Bacteria,1QEVW@1224|Proteobacteria,2U2XW@28211|Alphaproteobacteria,4BIMD@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K11070	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1
Smeli:SM_b20283	266834.SM_b20283	3.53e-228	629.0	COG1176@1|root,COG1176@2|Bacteria,1MW9Y@1224|Proteobacteria,2TTFC@28211|Alphaproteobacteria,4BIMI@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K11071	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1
Smeli:SM_b20284	266834.SM_b20284	6.7e-264	723.0	COG0687@1|root,COG0687@2|Bacteria,1MU12@1224|Proteobacteria,2U060@28211|Alphaproteobacteria,4BCS0@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Bacterial extracellular solute-binding protein	-	-	-	ko:K11069	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	SBP_bac_8
Smeli:SM_b20285	266834.SM_b20285	2.44e-218	604.0	COG0583@1|root,COG0583@2|Bacteria,1QSCP@1224|Proteobacteria,2U0G0@28211|Alphaproteobacteria,4B7Z6@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
Smeli:SM_b20286	266834.SM_b20286	9e-254	696.0	COG0240@1|root,COG0240@2|Bacteria,1MXI9@1224|Proteobacteria,2TTK4@28211|Alphaproteobacteria,4BCT6@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain	-	-	1.5.1.28	ko:K04940	-	-	-	-	ko00000,ko01000	-	-	-	ApbA,F420_oxidored,NAD_Gly3P_dh_N,Octopine_DH
Smeli:SM_b20287	266834.SM_b20287	4.08e-156	439.0	COG0730@1|root,COG0730@2|Bacteria,1R7YW@1224|Proteobacteria,2VEXS@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Sulfite exporter TauE/SafE	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
Smeli:SM_b20288	266834.SM_b20288	0.0	924.0	COG0402@1|root,COG0402@2|Bacteria,1R2YU@1224|Proteobacteria,2U19E@28211|Alphaproteobacteria	28211|Alphaproteobacteria	F	Amidohydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_1
Smeli:SM_b20289	266834.SM_b20289	7.09e-308	841.0	COG2233@1|root,COG2233@2|Bacteria,1MUN9@1224|Proteobacteria,2U4N7@28211|Alphaproteobacteria,4BMF7@82115|Rhizobiaceae	28211|Alphaproteobacteria	F	Permease family	-	-	-	-	-	-	-	-	-	-	-	-	Xan_ur_permease
Smeli:SM_b20290	266834.SM_b20290	5.38e-225	621.0	COG1609@1|root,COG1609@2|Bacteria,1PI3Z@1224|Proteobacteria,2U3GN@28211|Alphaproteobacteria,4BJ8N@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	helix_turn _helix lactose operon repressor	-	-	-	-	-	-	-	-	-	-	-	-	LacI,Peripla_BP_3
Smeli:SM_b20291	266834.SM_b20291	0.0	1560.0	COG4666@1|root,COG4666@2|Bacteria,1MUNB@1224|Proteobacteria,2TQY9@28211|Alphaproteobacteria,4BAMI@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	transporter	-	-	-	-	-	-	-	-	-	-	-	-	DUF3394,DctM
Smeli:SM_b20292	266834.SM_b20292	1.11e-240	660.0	COG2358@1|root,COG2358@2|Bacteria,1MXW1@1224|Proteobacteria,2TSK2@28211|Alphaproteobacteria,4B9IS@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	NMT1-like family	thyA	-	-	ko:K07080	-	-	-	-	ko00000	-	-	-	NMT1_3
Smeli:SM_b20293	266834.SM_b20293	9.34e-85	249.0	2EA3Y@1|root,3348X@2|Bacteria,1N7DC@1224|Proteobacteria,2UF9X@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Uncharacterized protein conserved in bacteria (DUF2188)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2188
Smeli:SM_b20294	266834.SM_b20294	4.44e-159	446.0	COG2186@1|root,COG2186@2|Bacteria,1N6N0@1224|Proteobacteria,2U94Q@28211|Alphaproteobacteria,4BM8M@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	FCD	-	-	-	ko:K22104	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR
Smeli:SM_b20295	266834.SM_b20295	1.14e-231	637.0	COG1638@1|root,COG1638@2|Bacteria,1MWAM@1224|Proteobacteria,2TTQ8@28211|Alphaproteobacteria,4BMEH@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Bacterial extracellular solute-binding protein, family 7	-	-	-	-	-	-	-	-	-	-	-	-	DctP
Smeli:SM_b20296	266834.SM_b20296	1.34e-114	329.0	COG3090@1|root,COG3090@2|Bacteria,1NCAM@1224|Proteobacteria,2VFZZ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	G	Tripartite ATP-independent periplasmic transporters, DctQ component	-	-	-	-	-	-	-	-	-	-	-	-	DctQ
Smeli:SM_b20297	266834.SM_b20297	1.41e-284	780.0	COG1593@1|root,COG1593@2|Bacteria,1MU0F@1224|Proteobacteria,2TQW5@28211|Alphaproteobacteria,4BDTU@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Tripartite ATP-independent periplasmic transporter, DctM component	-	-	-	-	-	-	-	-	-	-	-	-	DctM
Smeli:SM_b20298	266834.SM_b20298	2.22e-232	638.0	COG0329@1|root,COG0329@2|Bacteria,1NRV2@1224|Proteobacteria,2UPKT@28211|Alphaproteobacteria,4BBZ2@82115|Rhizobiaceae	28211|Alphaproteobacteria	EM	Belongs to the DapA family	-	-	-	-	-	-	-	-	-	-	-	-	DHDPS
Smeli:SM_b20299	266834.SM_b20299	2.74e-211	584.0	COG0329@1|root,COG0329@2|Bacteria,1Q7AX@1224|Proteobacteria,2U8HT@28211|Alphaproteobacteria,4BJJP@82115|Rhizobiaceae	28211|Alphaproteobacteria	EM	Neu5Ac) to form pyruvate and N-acetylmannosamine (ManNAc) via a Schiff base intermediate	nanA	-	4.1.3.3	ko:K01639	ko00520,map00520	-	R01811	RC00159,RC00600	ko00000,ko00001,ko01000	-	-	-	DHDPS
Smeli:SM_b20300	266834.SM_b20300	0.0	1089.0	COG0457@1|root,COG2114@1|root,COG5616@1|root,COG0457@2|Bacteria,COG2114@2|Bacteria,COG5616@2|Bacteria,1R6IK@1224|Proteobacteria,2U45Y@28211|Alphaproteobacteria,4BCYY@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Adenylyl- / guanylyl cyclase, catalytic domain	-	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_cyc,TIR_2,TPR_19,TolB_N
Smeli:SM_b20301	266834.SM_b20301	9.35e-276	753.0	COG2133@1|root,COG2133@2|Bacteria,1MV2E@1224|Proteobacteria,2TR47@28211|Alphaproteobacteria,4BBCH@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Glucose sorbosone	yliI	-	1.1.5.2	ko:K00117,ko:K21430	ko00030,ko01100,ko01110,ko01130,map00030,map01100,map01110,map01130	-	R06620	RC00066	ko00000,ko00001,ko01000	-	-	-	GSDH
Smeli:SM_b20302	266834.SM_b20302	5.45e-16	70.9	2EUBI@1|root,33MTW@2|Bacteria,1N7F3@1224|Proteobacteria,2UFS4@28211|Alphaproteobacteria,4BGUN@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	MA20_18250	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SM_b20304	266834.SM_b20304	5.57e-147	413.0	COG3335@1|root,COG3335@2|Bacteria,1P76X@1224|Proteobacteria,2U16U@28211|Alphaproteobacteria,4BC2J@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	Transposase and inactivated	-	-	-	ko:K07494	-	-	-	-	ko00000	-	-	-	DDE_3,HTH_23
Smeli:SM_b20305	266834.SM_b20305	2.85e-98	285.0	COG3415@1|root,COG3415@2|Bacteria,1RJ69@1224|Proteobacteria,2UB2N@28211|Alphaproteobacteria,4BG9W@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	'Paired box' domain	-	-	-	ko:K07499	-	-	-	-	ko00000	-	-	-	HTH_23,HTH_32,HTH_Tnp_IS630,PAX
Smeli:SM_b20307	266834.SM_b20307	2.76e-135	385.0	COG1461@1|root,COG1461@2|Bacteria,1MXIB@1224|Proteobacteria,2UQRZ@28211|Alphaproteobacteria,4BCA2@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Dak2	-	-	2.7.1.121	ko:K05879	ko00561,ko01100,map00561,map01100	-	R01012	RC00015,RC00017	ko00000,ko00001,ko01000	-	-	-	Dak2
Smeli:SM_b20312	266834.SM_b20312	0.0	1375.0	COG2376@1|root,COG2390@1|root,COG2376@2|Bacteria,COG2390@2|Bacteria,1MVSR@1224|Proteobacteria,2TTK3@28211|Alphaproteobacteria,4BA3Q@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Dihydroxyacetone kinase	-	-	2.7.1.121	ko:K05878	ko00561,ko01100,map00561,map01100	-	R01012	RC00015,RC00017	ko00000,ko00001,ko01000	-	-	-	Dak1,Sigma70_r4_2,Sugar-bind
Smeli:SM_b20313	266834.SM_b20313	3.37e-151	426.0	COG1461@1|root,COG1461@2|Bacteria,1MXIB@1224|Proteobacteria,2U7SH@28211|Alphaproteobacteria,4BCTV@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Dak2	-	-	2.7.1.121	ko:K05879	ko00561,ko01100,map00561,map01100	-	R01012	RC00015,RC00017	ko00000,ko00001,ko01000	-	-	-	Dak2
Smeli:SM_b20314	266834.SM_b20314	1.24e-234	645.0	COG2376@1|root,COG2376@2|Bacteria,1MVSR@1224|Proteobacteria,2TTK3@28211|Alphaproteobacteria,4BA3Q@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Dihydroxyacetone kinase	-	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0047324	2.7.1.121,2.7.1.28,2.7.1.29,4.6.1.15	ko:K00863,ko:K05878	ko00051,ko00561,ko00680,ko01100,ko01120,ko01200,ko04622,map00051,map00561,map00680,map01100,map01120,map01200,map04622	M00344	R01011,R01012,R01059	RC00002,RC00015,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Dak1,Dak2
Smeli:SM_b20315	266834.SM_b20315	6.48e-220	608.0	COG1172@1|root,COG1172@2|Bacteria,1MV1D@1224|Proteobacteria,2TTVD@28211|Alphaproteobacteria,4BDIV@82115|Rhizobiaceae	28211|Alphaproteobacteria	U	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K02057	-	M00221	-	-	ko00000,ko00002,ko02000	3.A.1.2	-	-	BPD_transp_2
Smeli:SM_b20316	266834.SM_b20316	2.32e-236	650.0	COG1879@1|root,COG1879@2|Bacteria,1MUAT@1224|Proteobacteria,2U2VQ@28211|Alphaproteobacteria,4BD97@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Periplasmic binding protein domain	-	-	-	ko:K02058	-	M00221	-	-	ko00000,ko00002,ko02000	3.A.1.2	-	-	Peripla_BP_4
Smeli:SM_b20317	266834.SM_b20317	0.0	990.0	COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,2TQJV@28211|Alphaproteobacteria,4BBDN@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	ATPases associated with a variety of cellular activities	-	-	3.6.3.17	ko:K02056	-	M00221	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.2	-	-	ABC_tran
Smeli:SM_b20318	266834.SM_b20318	3.65e-229	633.0	COG1172@1|root,COG1172@2|Bacteria,1Q5HX@1224|Proteobacteria,2U21N@28211|Alphaproteobacteria,4BD85@82115|Rhizobiaceae	28211|Alphaproteobacteria	U	Branched-chain amino acid transport system / permease component	-	-	-	ko:K02057	-	M00221	-	-	ko00000,ko00002,ko02000	3.A.1.2	-	-	BPD_transp_2
Smeli:SM_b20319	266834.SM_b20319	2.99e-289	790.0	COG2081@1|root,COG2081@2|Bacteria,1MUGC@1224|Proteobacteria,2TR1K@28211|Alphaproteobacteria,4B85K@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	HI0933-like protein	-	-	-	ko:K07007	-	-	-	-	ko00000	-	-	-	HI0933_like
Smeli:SM_b20320	266834.SM_b20320	1.34e-234	645.0	COG1638@1|root,COG1638@2|Bacteria,1NDCA@1224|Proteobacteria,2TUCQ@28211|Alphaproteobacteria,4BJH7@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Bacterial extracellular solute-binding protein, family 7	dctP	GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0008150,GO:0015711,GO:0015740,GO:0015849,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0071702	-	-	-	-	-	-	-	-	-	-	DctP
Smeli:SM_b20321	266834.SM_b20321	6.15e-281	770.0	COG1593@1|root,COG1593@2|Bacteria,1MU0F@1224|Proteobacteria,2TQW5@28211|Alphaproteobacteria,4BAJH@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Permease	-	-	-	-	-	-	-	-	-	-	-	-	DctM
Smeli:SM_b20322	266834.SM_b20322	6.96e-138	390.0	COG3090@1|root,COG3090@2|Bacteria,1RI1W@1224|Proteobacteria,2U1Z5@28211|Alphaproteobacteria,4BK8T@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Tripartite ATP-independent periplasmic transporters, DctQ component	-	-	-	-	-	-	-	-	-	-	-	-	DctQ
Smeli:SM_b20323	266834.SM_b20323	1.68e-147	416.0	COG1802@1|root,COG1802@2|Bacteria,1RBC0@1224|Proteobacteria,2U58C@28211|Alphaproteobacteria,4B9WJ@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
Smeli:SM_b20324	266834.SM_b20324	1.59e-241	664.0	COG1609@1|root,COG1609@2|Bacteria,1P1Q3@1224|Proteobacteria,2TSER@28211|Alphaproteobacteria,4B76U@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	transcriptional	thuR	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
Smeli:SM_b20325	266834.SM_b20325	1.6e-309	843.0	COG1653@1|root,COG1653@2|Bacteria,1MX9J@1224|Proteobacteria,2U36T@28211|Alphaproteobacteria,4B7H0@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	ABC-type sugar transport system, periplasmic component	thuE	-	-	ko:K10236	ko02010,map02010	M00204	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.17	-	-	SBP_bac_1,SBP_bac_8
