new.locus.tag,KEGG_ko,Name_description
SM_RS18635,,
SM_RS18640,,
SM_RS18645,,
SM_RS18650,,
SM_RS18655,,
SM_RS18660,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS18665,K10236,"thuE, lpqY; trehalose/maltose transport system substrate-binding protein"
SM_RS18670,K10237,"thuF, sugA; trehalose/maltose transport system permease protein"
SM_RS18675,K10238,"thuG, sugB; trehalose/maltose transport system permease protein"
SM_RS18680,K10111,"malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS18685,,
SM_RS18690,,
SM_RS18695,,
SM_RS18700,,
SM_RS18705,K02168,"betT, betS; choline/glycine/proline betaine transport protein"
SM_RS18715,K13444,"SUMF1, FGE; formylglycine-generating enzyme [EC:1.8.3.7]"
SM_RS18720,,
SM_RS18725,,
SM_RS18730,,
SM_RS18735,,
SM_RS18740,,
SM_RS18745,,
SM_RS18760,K07303,iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]
SM_RS18765,K07302,iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]
SM_RS18770,,
SM_RS18775,,
SM_RS18780,K18302,"mexJ; membrane fusion protein, multidrug efflux system"
SM_RS18785,,
SM_RS18790,K23245,apnO; D-apionate oxidoisomerase [EC:1.1.1.421]
SM_RS18795,K17202,eryG; erythritol transport system substrate-binding protein
SM_RS18800,,
SM_RS18805,K17204,eryE; erythritol transport system ATP-binding protein
SM_RS18810,K17203,eryF; erythritol transport system permease protein
SM_RS18815,K23244,apsD; D-apiose dehydrogenase [EC:1.1.1.420]
SM_RS18820,K23246,apnL; D-apionolactonase [EC:3.1.1.115]
SM_RS18825,,
SM_RS18830,,
SM_RS18835,,
SM_RS18840,,
SM_RS18845,,
SM_RS18850,,
SM_RS18855,K10716,"kch, trkA, mthK, pch; voltage-gated potassium channel"
SM_RS18860,K01092,"E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
SM_RS18865,K02010,"afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]"
SM_RS18870,K02011,"afuB, fbpB; iron(III) transport system permease protein"
SM_RS18875,K02012,"afuA, fbpA; iron(III) transport system substrate-binding protein"
SM_RS18880,,
SM_RS18885,,
SM_RS18890,,
SM_RS18895,K09808,lolC_E; lipoprotein-releasing system permease protein
SM_RS18900,K09810,lolD; lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]
SM_RS18905,K01808,rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
SM_RS18910,,
SM_RS18915,,
SM_RS18920,,
SM_RS18925,,
SM_RS18930,,
SM_RS18935,,
SM_RS18940,K00135,gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
SM_RS18945,K16871,POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
SM_RS18950,K02052,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
SM_RS18955,K02053,ABC.SP.P; putative spermidine/putrescine transport system permease protein
SM_RS18960,K02054,ABC.SP.P1; putative spermidine/putrescine transport system permease protein
SM_RS18965,K02055,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
SM_RS18970,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19]
SM_RS18975,,
SM_RS18980,,
SM_RS18985,,
SM_RS18990,K00344,"qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]"
SM_RS18995,,
SM_RS19000,,
SM_RS19005,,
SM_RS19010,,
SM_RS19015,K24268,oiaX; 3-oxoisoapionate-4-phosphate decarboxylase [EC:4.1.1.121]
SM_RS19020,K23247,oiaK; 3-oxoisoapionate kinase [EC:2.7.1.231]
SM_RS19025,K11177,yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
SM_RS19030,K11178,yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
SM_RS19035,K13483,yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
SM_RS19040,,
SM_RS19045,,
SM_RS19050,,
SM_RS31370,,
SM_RS19055,,
SM_RS19060,K18029,nicA; nicotinate dehydrogenase subunit A [EC:1.17.2.1]
SM_RS19065,K18030,nicB; nicotinate dehydrogenase subunit B [EC:1.17.2.1]
SM_RS19070,,
SM_RS19075,K10855,"acxA; acetone carboxylase, beta subunit [EC:6.4.1.6]"
SM_RS19080,K10854,"acxB; acetone carboxylase, alpha subunit [EC:6.4.1.6]"
SM_RS19085,K10856,"acxC; acetone carboxylase, gamma subunit [EC:6.4.1.6]"
SM_RS19090,,
SM_RS19095,K02002,proX; glycine betaine/proline transport system substrate-binding protein
SM_RS19105,,
SM_RS19110,,
SM_RS19115,,
SM_RS19120,K05813,ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein
SM_RS19125,K05814,ugpA; sn-glycerol 3-phosphate transport system permease protein
SM_RS19130,K05815,ugpE; sn-glycerol 3-phosphate transport system permease protein
SM_RS19135,K05816,ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]
SM_RS19140,K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
SM_RS19145,,
SM_RS19150,,
SM_RS19155,K15785,"doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]"
SM_RS19160,K15786,doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]
SM_RS19165,K15782,"doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes"
SM_RS19170,,
SM_RS19175,K02028,ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
SM_RS19180,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS19185,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS19190,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS19195,K01799,"nicE, maiA; maleate isomerase [EC:5.2.1.1]"
SM_RS19200,K01754,"E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]"
SM_RS19205,,
SM_RS19210,K15783,doeA; ectoine hydrolase [EC:3.5.4.44]
SM_RS19215,K15784,"doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]"
SM_RS19220,K02575,"NRT2, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter"
SM_RS19225,,
SM_RS19230,,
SM_RS19235,,
SM_RS19240,,
SM_RS19245,,
SM_RS19250,K01686,uxuA; mannonate dehydratase [EC:4.2.1.8]
SM_RS19255,,
SM_RS19260,,
SM_RS19265,,
SM_RS19270,K07315,rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
SM_RS19275,,
SM_RS19280,,
SM_RS19285,K01053,"gnl, RGN; gluconolactonase [EC:3.1.1.17]"
SM_RS19290,,
SM_RS19295,,
SM_RS19300,K00059,"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
SM_RS19305,,
SM_RS19310,K08678,"UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]"
SM_RS19315,K12448,"UXE, uxe; UDP-arabinose 4-epimerase [EC:5.1.3.5]"
SM_RS19320,,
SM_RS19325,,
SM_RS19330,,
SM_RS19335,,
SM_RS19345,,
SM_RS19350,,
SM_RS19355,,
SM_RS19360,,
SM_RS19365,,
SM_RS19370,,
SM_RS31375,,
SM_RS19375,K00612,nodU; carbamoyltransferase [EC:2.1.3.-]
SM_RS19380,,
SM_RS19385,,
SM_RS19390,,
SM_RS19395,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS19400,K02033,ABC.PE.P; peptide/nickel transport system permease protein
SM_RS19405,K02031/K02034,
SM_RS19410,K02032,ddpF; peptide/nickel transport system ATP-binding protein
SM_RS19415,,
SM_RS19420,K01953,"asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"
SM_RS19425,,
SM_RS19430,K03435,"fruR1, fruR; LacI family transcriptional regulator, fructose operon transcriptional repressor"
SM_RS19435,K02058,ABC.SS.S; simple sugar transport system substrate-binding protein
SM_RS19440,K02056,ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-]
SM_RS19445,K02057,ABC.SS.P; simple sugar transport system permease protein
SM_RS19450,K02057,ABC.SS.P; simple sugar transport system permease protein
SM_RS19455,K18910,"dpe, lre; D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]"
SM_RS19460,,
SM_RS19465,K01628,fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]
SM_RS19470,,
SM_RS19475,,
SM_RS19480,,
SM_RS19485,K00059,"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
SM_RS19490,,
SM_RS19500,,
SM_RS19510,,
SM_RS19515,K00880,lyxK; L-xylulokinase [EC:2.7.1.53]
SM_RS19520,,
SM_RS19525,K00111,"glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
SM_RS19530,,
SM_RS19535,,
SM_RS19540,K10440,rbsC; ribose transport system permease protein
SM_RS19545,K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]
SM_RS19550,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS19555,,
SM_RS19560,K10538,araH; L-arabinose transport system permease protein
SM_RS19565,K10539,araG; L-arabinose transport system ATP-binding protein [EC:7.5.2.12]
SM_RS19570,K10537,araF; L-arabinose transport system substrate-binding protein
SM_RS19575,,
SM_RS19580,K01684,dgoD; galactonate dehydratase [EC:4.2.1.6]
SM_RS19585,,
SM_RS19590,,
SM_RS19595,,
SM_RS19600,K03412,"cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
SM_RS19605,K13924,"cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]"
SM_RS19610,,
SM_RS19620,K03791,K03791; putative chitinase
SM_RS19630,,
SM_RS19635,,
SM_RS19640,,
SM_RS19645,,
SM_RS19650,,
SM_RS19660,K15977,K15977; putative oxidoreductase
SM_RS19665,,
SM_RS19670,K09930,K09930; uncharacterized protein
SM_RS19675,,
SM_RS19680,K03088,"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
SM_RS19685,,
SM_RS19700,,
SM_RS19705,,
SM_RS19710,,
SM_RS19715,,
SM_RS19720,K25676,yesO; pectin-derived oligosaccharide transport system substrate-binding protein
SM_RS19730,K01768,E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
SM_RS19745,K07484,K07484; transposase
SM_RS19750,K07484,K07484; transposase
SM_RS19755,K07483,K07483; transposase
SM_RS19775,,
SM_RS31885,,
SM_RS31890,,
SM_RS19800,,
SM_RS19805,,
SM_RS19810,,
SM_RS19815,,
SM_RS19820,,
SM_RS19830,K09790,K09790; uncharacterized protein
SM_RS19840,,
SM_RS19845,,
SM_RS19850,K07213,"ATOX1, ATX1, copZ, golB; copper chaperone"
SM_RS19860,K07276,K07276; uncharacterized protein
SM_RS19865,,
SM_RS19870,,
SM_RS19875,,
SM_RS19880,,
SM_RS19885,,
SM_RS19890,,
SM_RS19895,,
SM_RS19900,K06041,"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]"
SM_RS19905,,
SM_RS19915,,
SM_RS19920,K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial"
SM_RS31895,,
SM_RS31900,K07289,asmA; AsmA protein
SM_RS19935,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS19940,,
SM_RS19945,K05710,hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component
SM_RS19950,K00529,hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
SM_RS19955,K00606,panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
SM_RS19960,K09688,kpsM; capsular polysaccharide transport system permease protein
SM_RS19965,,
SM_RS19970,,
SM_RS32430,,
SM_RS19990,,
SM_RS19995,,
SM_RS20000,,
SM_RS20005,K06041,"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]"
SM_RS20010,K10107,kpsE; capsular polysaccharide transport system permease protein
SM_RS20015,K09689,kpsT; capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
SM_RS20020,K09688,kpsM; capsular polysaccharide transport system permease protein
SM_RS20025,,
SM_RS20030,K07076,K07076; uncharacterized protein
SM_RS20035,,
SM_RS20040,,
SM_RS20045,,
SM_RS31910,,
SM_RS31915,,
SM_RS20060,,
SM_RS20065,,
SM_RS20070,,
SM_RS20075,,
SM_RS20080,K10555,lsrB; AI-2 transport system substrate-binding protein
SM_RS20085,K10557,lsrD; AI-2 transport system permease protein
SM_RS20090,K10556,lsrC; AI-2 transport system permease protein
SM_RS20095,K10558,"lsrA, ego; AI-2 transport system ATP-binding protein"
SM_RS20100,K11531,lsrR; lsr operon transcriptional repressor
SM_RS20105,K11216,lsrK; autoinducer-2 kinase [EC:2.7.1.189]
SM_RS20110,K11530,"lsrG; (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]"
SM_RS20115,,
SM_RS20130,,
SM_RS20150,,
SM_RS20155,,
SM_RS20160,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS20165,K02033,ABC.PE.P; peptide/nickel transport system permease protein
SM_RS20170,K02034,ABC.PE.P1; peptide/nickel transport system permease protein
SM_RS20175,K02031/K02032,
SM_RS20180,,
SM_RS20185,K01258,pepT; tripeptide aminopeptidase [EC:3.4.11.4]
SM_RS20200,K01971,ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]
SM_RS20210,,
SM_RS20220,,
SM_RS20235,,
SM_RS20240,,
SM_RS20245,,
SM_RS20250,,
SM_RS20255,,
SM_RS20270,,
SM_RS20275,,
SM_RS20280,K13015,wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]
SM_RS20285,,
SM_RS20290,,
SM_RS20295,,
SM_RS20300,,
SM_RS20305,,
SM_RS20310,,
SM_RS20315,K00978,rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]
SM_RS20320,,
SM_RS20325,,
SM_RS20330,,
SM_RS20335,,
SM_RS31945,,
SM_RS20340,,
SM_RS20345,,
SM_RS20350,,
SM_RS20355,,
SM_RS20360,,
SM_RS20365,K16554,"exoP, vpsO; polysaccharide biosynthesis transport protein [EC:2.7.10.3]"
SM_RS20370,,
SM_RS20375,,
SM_RS20380,K01991,"wza, gfcE; polysaccharide biosynthesis/export protein"
SM_RS20385,,
SM_RS20390,,
SM_RS20395,,
SM_RS20400,,
SM_RS20405,,
SM_RS20410,,
SM_RS20415,K15778,pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
SM_RS20420,,
SM_RS20425,K07483,K07483; transposase
SM_RS20430,K07484,K07484; transposase
SM_RS20435,K07484,K07484; transposase
SM_RS20440,,
SM_RS31950,,
SM_RS20450,,
SM_RS20455,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS20460,K07273,acm; lysozyme
SM_RS20465,,
SM_RS20470,,
SM_RS20475,K01755,"argH, ASL; argininosuccinate lyase [EC:4.3.2.1]"
SM_RS20480,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS20485,K02028,ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
SM_RS20490,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS20500,,
SM_RS20505,,
SM_RS20510,,
SM_RS20515,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS20520,K02025,ABC.MS.P; multiple sugar transport system permease protein
SM_RS20525,K02026,ABC.MS.P1; multiple sugar transport system permease protein
SM_RS20530,K10112,"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS20535,,
SM_RS20540,K03534,rhaM; L-rhamnose mutarotase [EC:5.1.3.32]
SM_RS20545,,
SM_RS20550,K00274,"MAO, aofH; monoamine oxidase [EC:1.4.3.4]"
SM_RS20555,K18335,E1.1.1.434; 2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]
SM_RS20560,,
SM_RS20565,K18334,fucD; L-fuconate dehydratase [EC:4.2.1.68]
SM_RS20570,K22067,"nasS; two-component system, oxyanion-binding sensor"
SM_RS20575,K07183,"nasT; two-component system, response regulator / RNA-binding antiterminator"
SM_RS20580,,
SM_RS20585,,
SM_RS20590,K00851,"idnK, gntK; gluconokinase [EC:2.7.1.12]"
SM_RS20595,K00253,"IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]"
SM_RS20600,K01969,E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
SM_RS20605,,
SM_RS20610,K01968,E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
SM_RS20615,K01640,"HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]"
SM_RS20620,K13766,liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]
SM_RS20625,,
SM_RS20630,,
SM_RS20635,,
SM_RS20640,K02045,cysA; sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
SM_RS20645,K02047,cysW; sulfate/thiosulfate transport system permease protein
SM_RS20650,K02046,cysU; sulfate/thiosulfate transport system permease protein
SM_RS20655,K23163,sbp; sulfate/thiosulfate transport system substrate-binding protein
SM_RS20660,,
SM_RS20665,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS20670,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS20675,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS20680,K02028,ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
SM_RS20685,,
SM_RS20690,,
SM_RS20695,K10112,"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS20700,,
SM_RS20705,,
SM_RS20710,K02026,ABC.MS.P1; multiple sugar transport system permease protein
SM_RS20715,K02025,ABC.MS.P; multiple sugar transport system permease protein
SM_RS20720,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS20725,,
SM_RS20730,K00957,cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
SM_RS20735,K00955,cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
SM_RS20740,K01082,"cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]"
SM_RS20745,K04477,ycdX; putative hydrolase
SM_RS20750,K01955,"carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]"
SM_RS20755,,
SM_RS20760,,
SM_RS20765,,
SM_RS20770,,
SM_RS20775,,
SM_RS20780,K07497,K07497; putative transposase
SM_RS20785,,
SM_RS20790,,
SM_RS20795,,
SM_RS20800,K01728,pel; pectate lyase [EC:4.2.2.2]
SM_RS20805,,
SM_RS20810,,
SM_RS20815,,
SM_RS20820,,
SM_RS20825,,
SM_RS20830,K16552,exoF; polysaccharide biosynthesis/export protein ExoF
SM_RS20835,,
SM_RS20840,,
SM_RS20845,,
SM_RS20850,,
SM_RS20855,,
SM_RS20860,K22044,ybiO; moderate conductance mechanosensitive channel
SM_RS20865,,
SM_RS20870,,
SM_RS20875,,
SM_RS20880,,
SM_RS20885,K13015,wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]
SM_RS20890,K01768,E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
SM_RS20895,,
SM_RS20900,K02031/K02032,
SM_RS20905,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS20910,K02033,ABC.PE.P; peptide/nickel transport system permease protein
SM_RS20915,K02034,ABC.PE.P1; peptide/nickel transport system permease protein
SM_RS20920,,
SM_RS20925,,
SM_RS20930,,
SM_RS20940,K02021,ABC.MR; putative ABC transport system ATP-binding protein
SM_RS20945,,
SM_RS20950,,
SM_RS20955,,
SM_RS20960,K02055,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
SM_RS20965,K02054,ABC.SP.P1; putative spermidine/putrescine transport system permease protein
SM_RS20970,K02053,ABC.SP.P; putative spermidine/putrescine transport system permease protein
SM_RS20980,,
SM_RS20985,K01486,ade; adenine deaminase [EC:3.5.4.2]
SM_RS20990,,
SM_RS20995,,
SM_RS21000,K06901,"pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease"
SM_RS21005,,
SM_RS21010,K01477,"alc, ALLC; allantoicase [EC:3.5.3.4]"
SM_RS21015,K16842,hpxB; allantoinase [EC:3.5.2.5]
SM_RS21020,K07127,"uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]"
SM_RS21025,K13481,xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]
SM_RS21030,K13482,xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]
SM_RS21035,K07402,xdhC; xanthine dehydrogenase accessory factor
SM_RS21040,,
SM_RS21045,K00344,"qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]"
SM_RS21050,,
SM_RS21055,,
SM_RS21060,K01487,"guaD, GDA; guanine deaminase [EC:3.5.4.3]"
SM_RS21065,K13993,HSP20; HSP20 family protein
SM_RS21070,K04080,ibpA; molecular chaperone IbpA
SM_RS21075,,
SM_RS21080,K05367,pbpC; penicillin-binding protein 1C [EC:2.4.1.129]
SM_RS21085,K06894,yfhM; alpha-2-macroglobulin
SM_RS21090,K11534,"deoR; DeoR family transcriptional regulator, deoxyribose operon repressor"
SM_RS21095,K01619,"deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]"
SM_RS21100,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
SM_RS21105,K02431,"fucU, FUOM; L-fucose mutarotase [EC:5.1.3.29]"
SM_RS21110,,
SM_RS21115,K01482,"DDAH, ddaH; dimethylargininase [EC:3.5.3.18]"
SM_RS21120,,
SM_RS21125,K05845,opuC; osmoprotectant transport system substrate-binding protein
SM_RS21130,K05846,opuBD; osmoprotectant transport system permease protein
SM_RS21135,K05847,opuA; osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
SM_RS21140,K05846,opuBD; osmoprotectant transport system permease protein
SM_RS21145,,
SM_RS21150,K02025,ABC.MS.P; multiple sugar transport system permease protein
SM_RS21155,K02026,ABC.MS.P1; multiple sugar transport system permease protein
SM_RS21160,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS21165,K10111,"malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS21170,,
SM_RS21175,,
SM_RS21180,,
SM_RS21185,,
SM_RS21190,,
SM_RS21195,,
SM_RS21200,,
SM_RS21205,K12373,HEXA_B; hexosaminidase [EC:3.2.1.52]
SM_RS21210,,
SM_RS21215,,
SM_RS21220,K01712,"hutU, UROC1; urocanate hydratase [EC:4.2.1.49]"
SM_RS21225,K01458,hutG; N-formylglutamate deformylase [EC:3.5.1.68]
SM_RS21230,K01745,"hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]"
SM_RS21235,K01468,"hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]"
SM_RS21240,,
SM_RS21245,,
SM_RS21250,,
SM_RS21255,K05774,"phnN; ribose 1,5-bisphosphokinase [EC:2.7.4.23]"
SM_RS21260,K06162,phnM; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]
SM_RS21270,K02042,phnE; phosphonate transport system permease protein
SM_RS21275,K02042,phnE; phosphonate transport system permease protein
SM_RS21280,K02044,phnD; phosphonate transport system substrate-binding protein
SM_RS21285,K02041,phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2]
SM_RS21290,K14083,mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
SM_RS21295,K19746,dauA; D-arginine dehydrogenase [EC:1.4.99.6]
SM_RS21300,,
SM_RS21305,K00252,"GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]"
SM_RS21310,K01041,"gcdG, caiB; glutaryl-CoA transferase [EC:2.8.3.-]"
SM_RS21315,K04079,"HSP90A, htpG; molecular chaperone HtpG"
SM_RS21320,K00925,ackA; acetate kinase [EC:2.7.2.1]
SM_RS21325,K00135,gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
SM_RS21330,K00823,puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]
SM_RS21335,,
SM_RS21340,,
SM_RS21345,,
SM_RS21350,,
SM_RS21355,K11085,"msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]"
SM_RS21360,K01624,"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
SM_RS21365,K15580,"oppA, mppA; oligopeptide transport system substrate-binding protein"
SM_RS21370,K15581,oppB; oligopeptide transport system permease protein
SM_RS21375,K15582,oppC; oligopeptide transport system permease protein
SM_RS21380,K10823/K15583,
SM_RS21385,K10126,"dctD; two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD"
SM_RS21390,K10125,"dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]"
SM_RS21395,K15975,K15975; glyoxalase family protein
SM_RS21400,K06999,K06999; phospholipase/carboxylesterase
SM_RS21410,K25180,ybhR; drug efflux transport system permease protein
SM_RS21415,K25181,ybhS; drug efflux transport system permease protein
SM_RS21420,K25182,ybhF; drug efflux transport system ATP-binding protein
SM_RS21425,K25183,ybhG; membrane fusion protein YbhG
SM_RS21430,K23777,"cecR; TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity"
SM_RS21435,,
SM_RS21440,,
SM_RS21445,K03760,"eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]"
SM_RS21450,,
SM_RS21455,K07313,pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]
SM_RS21460,K19270,hxpA; mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]
SM_RS21465,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS21470,,
SM_RS21475,,
SM_RS21480,,
SM_RS21485,,
SM_RS21490,,
SM_RS21495,,
SM_RS21500,,
SM_RS21505,,
SM_RS21510,K12537,"hasE, prtE, rsaE, prsE, eexE; membrane fusion protein, type I secretion system"
SM_RS21515,K12536,"hasD, prtD, aprD, rsaD, prsD, eexD; ATP-binding cassette, subfamily C, type I secretion system permease/ATPase"
SM_RS21520,K25883,"expG, wggR; MarR family transcriptional regulator, exopolysaccharide II synthesis transcriptional activator"
SM_RS21525,,
SM_RS21530,,
SM_RS21535,,
SM_RS21540,,
SM_RS21545,,
SM_RS21550,,
SM_RS21555,K00973,"rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
SM_RS21560,K01790,"rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"
SM_RS21565,K01710,"rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]"
